year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Female,carpool,Portlaw,19-66,at university,6
2016,Female,carpool,Mountrath,15-66,working,14
2016,Female,carpool,Mountrath,5-12,at primary school,68
2016,Female,carpool,Mountrath,13-18,at secondary school,26
2016,Female,carpool,Mountrath,19-66,at university,3
2016,Female,carpool,Lifford,15-66,working,34
2016,Female,carpool,Lifford,5-12,at primary school,67
2016,Female,carpool,Lifford,13-18,at secondary school,31
2016,Female,carpool,Lifford,19-66,at university,4
2016,Female,carpool,Banagher,15-66,working,13
2016,Female,carpool,Banagher,5-12,at primary school,40
2016,Female,carpool,Banagher,13-18,at secondary school,22
2016,Female,carpool,Banagher,19-66,at university,4
2016,Female,carpool,Kilmallock,15-66,working,15
2016,Female,carpool,Kilmallock,5-12,at primary school,52
2016,Female,carpool,Kilmallock,13-18,at secondary school,25
2016,Female,carpool,Kilmallock,19-66,at university,5
2016,Female,carpool,Strandhill,15-66,working,10
2016,Female,carpool,Strandhill,5-12,at primary school,70
2016,Female,carpool,Strandhill,13-18,at secondary school,65
2016,Female,carpool,Strandhill,19-66,at university,5
2016,Female,carpool,Rathdrum,15-66,working,14
2016,Female,carpool,Rathdrum,5-12,at primary school,70
2016,Female,carpool,Rathdrum,13-18,at secondary school,13
2016,Female,carpool,Rathdrum,19-66,at university,2
2016,Female,carpool,Dunmanway,15-66,working,10
2016,Female,carpool,Dunmanway,5-12,at primary school,84
2016,Female,carpool,Dunmanway,13-18,at secondary school,32
2016,Female,carpool,Dunmanway,19-66,at university,3
2016,Female,carpool,Millstreet,15-66,working,17
2016,Female,carpool,Millstreet,5-12,at primary school,66
2016,Female,carpool,Millstreet,13-18,at secondary school,31
2016,Female,carpool,Millstreet,19-66,at university,5
2016,Female,carpool,Ballymahon,15-66,working,19
2016,Female,carpool,Ballymahon,5-12,at primary school,45
2016,Female,carpool,Ballymahon,13-18,at secondary school,17
2016,Female,carpool,Ballymahon,19-66,at university,6
2016,Female,carpool,Cloyne,15-66,working,18
2016,Female,carpool,Cloyne,5-12,at primary school,42
2016,Female,carpool,Cloyne,13-18,at secondary school,19
2016,Female,carpool,Cloyne,19-66,at university,5
2016,Female,carpool,Dunmore East,15-66,working,14
2016,Female,carpool,Dunmore East,5-12,at primary school,69
2016,Female,carpool,Dunmore East,13-18,at secondary school,33
2016,Female,carpool,Dunmore East,19-66,at university,5
2016,Female,carpool,Moycullen,15-66,working,17
2016,Female,carpool,Moycullen,5-12,at primary school,52
2016,Female,carpool,Moycullen,13-18,at secondary school,27
2016,Female,carpool,Moycullen,19-66,at university,14
2016,Female,carpool,Rosslare,15-66,working,13
2016,Female,carpool,Rosslare,5-12,at primary school,49
2016,Female,carpool,Rosslare,13-18,at secondary school,10
2016,Female,carpool,Rosslare,19-66,at university,2
2016,Female,carpool,Derrinturn,15-66,working,19
2016,Female,carpool,Derrinturn,5-12,at primary school,73
2016,Female,carpool,Derrinturn,13-18,at secondary school,9
2016,Female,carpool,Derrinturn,19-66,at university,2
2016,Female,carpool,Fethard,15-66,working,10
2016,Female,carpool,Fethard,5-12,at primary school,49
2016,Female,carpool,Fethard,13-18,at secondary school,22
2016,Female,carpool,Fethard,19-66,at university,3
2016,Female,carpool,Ballymote,15-66,working,17
2016,Female,carpool,Ballymote,5-12,at primary school,55
2016,Female,carpool,Ballymote,13-18,at secondary school,28
2016,Female,carpool,Ballymote,19-66,at university,2
2016,Female,carpool,Rathcormac,15-66,working,30
2016,Female,carpool,Rathcormac,5-12,at primary school,71
2016,Female,carpool,Rathcormac,13-18,at secondary school,9
2016,Female,carpool,Rathcormac,19-66,at university,0
2016,Female,carpool,"Towns 1,000 - 1,499 population",15-66,working,953
2016,Female,carpool,"Towns 1,000 - 1,499 population",5-12,at primary school,3386
2016,Female,carpool,"Towns 1,000 - 1,499 population",13-18,at secondary school,1243
2016,Female,carpool,"Towns 1,000 - 1,499 population",19-66,at university,218
2016,Female,carpool,Total Towns 500 - 999 population,15-66,working,1294
2016,Female,carpool,Total Towns 500 - 999 population,5-12,at primary school,4502
2016,Female,carpool,Total Towns 500 - 999 population,13-18,at secondary school,1861
2016,Female,carpool,Total Towns 500 - 999 population,19-66,at university,327
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,15-66,working,1061
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,3907
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,1655
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,311
2016,Female,carpool,Remainder of country,15-66,working,10207
2016,Female,carpool,Remainder of country,5-12,at primary school,63428
2016,Female,carpool,Remainder of country,13-18,at secondary school,30695
2016,Female,carpool,Remainder of country,19-66,at university,3771
2016,Female,carpool,Collooney,15-66,working,15
2016,Female,carpool,Collooney,5-12,at primary school,69
2016,Female,carpool,Collooney,13-18,at secondary school,18
2016,Female,carpool,Collooney,19-66,at university,4
2016,Female,carpool,Castlemartyr,15-66,working,13
2016,Female,carpool,Castlemartyr,5-12,at primary school,49
2016,Female,carpool,Castlemartyr,13-18,at secondary school,15
2016,Female,carpool,Castlemartyr,19-66,at university,5
2016,Female,carpool,Tullyallen,15-66,working,16
2016,Female,carpool,Tullyallen,5-12,at primary school,52
2016,Female,carpool,Tullyallen,13-18,at secondary school,13
2016,Female,carpool,Tullyallen,19-66,at university,3
2016,Female,carpool,Longwood,15-66,working,17
2016,Female,carpool,Longwood,5-12,at primary school,53
2016,Female,carpool,Longwood,13-18,at secondary school,10
2016,Female,carpool,Longwood,19-66,at university,2
2016,Female,carpool,Termonfeckin,15-66,working,9
2016,Female,carpool,Termonfeckin,5-12,at primary school,76
2016,Female,carpool,Termonfeckin,13-18,at secondary school,32
2016,Female,carpool,Termonfeckin,19-66,at university,3
2016,Female,carpool,Convoy,15-66,working,17
2016,Female,carpool,Convoy,5-12,at primary school,59
2016,Female,carpool,Convoy,13-18,at secondary school,12
2016,Female,carpool,Convoy,19-66,at university,4
2016,Female,carpool,Castlecomer-Donaguile,15-66,working,8
2016,Female,carpool,Castlecomer-Donaguile,5-12,at primary school,41
2016,Female,carpool,Castlecomer-Donaguile,13-18,at secondary school,19
2016,Female,carpool,Castlecomer-Donaguile,19-66,at university,5
2016,Female,truck,Dublin City and suburbs,15-66,working,299
2016,Female,truck,Dublin City and suburbs,5-12,at primary school,43
2016,Female,truck,Dublin City and suburbs,13-18,at secondary school,12
2016,Female,truck,Dublin City and suburbs,19-66,at university,8
2016,Female,truck,Cork City and suburbs,15-66,working,73
2016,Female,truck,Cork City and suburbs,5-12,at primary school,15
2016,Female,truck,Cork City and suburbs,13-18,at secondary school,15
2016,Female,truck,Cork City and suburbs,19-66,at university,3
2016,Female,truck,Limerick City and suburbs,15-66,working,31
2016,Female,truck,Limerick City and suburbs,5-12,at primary school,6
2016,Female,truck,Limerick City and suburbs,13-18,at secondary school,3
2016,Female,truck,Limerick City and suburbs,19-66,at university,8
2016,Female,truck,Galway City and suburbs,15-66,working,31
2016,Female,truck,Galway City and suburbs,5-12,at primary school,5
2016,Female,truck,Galway City and suburbs,13-18,at secondary school,8
2016,Female,truck,Galway City and suburbs,19-66,at university,3
2016,Female,truck,Waterford City and suburbs,15-66,working,23
2016,Female,truck,Waterford City and suburbs,5-12,at primary school,3
2016,Female,truck,Waterford City and suburbs,13-18,at secondary school,2
2016,Female,truck,Waterford City and suburbs,19-66,at university,0
2016,Female,truck,Drogheda,15-66,working,11
2016,Female,truck,Drogheda,5-12,at primary school,2
2016,Female,truck,Drogheda,13-18,at secondary school,0
2016,Female,truck,Drogheda,19-66,at university,0
2016,Female,truck,Dundalk,15-66,working,14
2016,Female,truck,Dundalk,5-12,at primary school,5
2016,Female,truck,Dundalk,13-18,at secondary school,1
2016,Female,truck,Dundalk,19-66,at university,0
2016,Female,truck,Swords,15-66,working,19
2016,Female,truck,Swords,5-12,at primary school,2
2016,Female,truck,Swords,13-18,at secondary school,1
2016,Female,truck,Swords,19-66,at university,0
2016,Female,truck,Bray,15-66,working,12
2016,Female,truck,Bray,5-12,at primary school,2
2016,Female,truck,Bray,13-18,at secondary school,3
2016,Female,truck,Bray,19-66,at university,0
2016,Female,truck,Navan (An Uaimh),15-66,working,8
2016,Female,truck,Navan (An Uaimh),5-12,at primary school,2
2016,Female,truck,Navan (An Uaimh),13-18,at secondary school,0
2016,Female,truck,Navan (An Uaimh),19-66,at university,0
2016,Female,truck,Ennis,15-66,working,8
2016,Female,truck,Ennis,5-12,at primary school,4
2016,Female,truck,Ennis,13-18,at secondary school,1
2016,Female,truck,Ennis,19-66,at university,1
2016,Female,truck,Kilkenny,15-66,working,7
2016,Female,truck,Kilkenny,5-12,at primary school,2
2016,Female,truck,Kilkenny,13-18,at secondary school,1
2016,Female,truck,Kilkenny,19-66,at university,1
2016,Female,truck,Tralee,15-66,working,9
2016,Female,truck,Tralee,5-12,at primary school,3
2016,Female,truck,Tralee,13-18,at secondary school,0
2016,Female,truck,Tralee,19-66,at university,1
2016,Female,truck,Carlow,15-66,working,14
2016,Female,truck,Carlow,5-12,at primary school,1
2016,Female,truck,Carlow,13-18,at secondary school,2
2016,Female,truck,Carlow,19-66,at university,0
2016,Female,truck,Droichead Nua,15-66,working,5
2016,Female,truck,Droichead Nua,5-12,at primary school,1
2016,Female,truck,Droichead Nua,13-18,at secondary school,0
2016,Female,truck,Droichead Nua,19-66,at university,0
2016,Female,truck,Naas,15-66,working,7
2016,Female,truck,Naas,5-12,at primary school,4
2016,Female,truck,Naas,13-18,at secondary school,1
2016,Female,truck,Naas,19-66,at university,0
2016,Female,truck,Athlone,15-66,working,12
2016,Female,truck,Athlone,5-12,at primary school,7
2016,Female,truck,Athlone,13-18,at secondary school,2
2016,Female,truck,Athlone,19-66,at university,1
2016,Female,truck,Portlaoise,15-66,working,7
2016,Female,truck,Portlaoise,5-12,at primary school,5
2016,Female,truck,Portlaoise,13-18,at secondary school,0
2016,Female,truck,Portlaoise,19-66,at university,0
2016,Female,truck,Mullingar,15-66,working,8
2016,Female,truck,Mullingar,5-12,at primary school,4
2016,Female,truck,Mullingar,13-18,at secondary school,4
2016,Female,truck,Mullingar,19-66,at university,2
2016,Female,truck,Wexford,15-66,working,7
2016,Female,truck,Wexford,5-12,at primary school,3
2016,Female,truck,Wexford,13-18,at secondary school,0
2016,Female,truck,Wexford,19-66,at university,0
2016,Female,truck,Balbriggan,15-66,working,9
2016,Female,truck,Balbriggan,5-12,at primary school,0
2016,Female,truck,Balbriggan,13-18,at secondary school,0
2016,Female,truck,Balbriggan,19-66,at university,0
2016,Female,truck,Letterkenny,15-66,working,15
2016,Female,truck,Letterkenny,5-12,at primary school,3
2016,Female,truck,Letterkenny,13-18,at secondary school,1
2016,Female,truck,Letterkenny,19-66,at university,1
2016,Female,truck,Celbridge,15-66,working,12
2016,Female,truck,Celbridge,5-12,at primary school,0
2016,Female,truck,Celbridge,13-18,at secondary school,3
2016,Female,truck,Celbridge,19-66,at university,1
2016,Female,truck,Sligo,15-66,working,6
2016,Female,truck,Sligo,5-12,at primary school,3
2016,Female,truck,Sligo,13-18,at secondary school,1
2016,Female,truck,Sligo,19-66,at university,0
2016,Female,truck,Clonmel,15-66,working,5
2016,Female,truck,Clonmel,5-12,at primary school,1
2016,Female,truck,Clonmel,13-18,at secondary school,0
2016,Female,truck,Clonmel,19-66,at university,0
2016,Female,truck,Greystones,15-66,working,4
2016,Female,truck,Greystones,5-12,at primary school,1
2016,Female,truck,Greystones,13-18,at secondary school,1
2016,Female,truck,Greystones,19-66,at university,0
2016,Female,truck,Malahide,15-66,working,3
2016,Female,truck,Malahide,5-12,at primary school,1
2016,Female,truck,Malahide,13-18,at secondary school,0
2016,Female,truck,Malahide,19-66,at university,0
2016,Female,truck,Leixlip,15-66,working,9
2016,Female,truck,Leixlip,5-12,at primary school,1
2016,Female,truck,Leixlip,13-18,at secondary school,0
2016,Female,truck,Leixlip,19-66,at university,0
2016,Female,truck,Carrigaline,15-66,working,8
2016,Female,truck,Carrigaline,5-12,at primary school,3
2016,Female,truck,Carrigaline,13-18,at secondary school,1
2016,Female,truck,Carrigaline,19-66,at university,0
2016,Female,truck,Tullamore,15-66,working,7
2016,Female,truck,Tullamore,5-12,at primary school,1
2016,Female,truck,Tullamore,13-18,at secondary school,0
2016,Female,truck,Tullamore,19-66,at university,0
2016,Female,truck,Killarney,15-66,working,3
2016,Female,truck,Killarney,5-12,at primary school,0
2016,Female,truck,Killarney,13-18,at secondary school,2
2016,Female,truck,Killarney,19-66,at university,0
2016,Female,truck,Arklow,15-66,working,8
2016,Female,truck,Arklow,5-12,at primary school,0
2016,Female,truck,Arklow,13-18,at secondary school,0
2016,Female,truck,Arklow,19-66,at university,0
2016,Female,truck,Maynooth,15-66,working,4
2016,Female,truck,Maynooth,5-12,at primary school,0
2016,Female,truck,Maynooth,13-18,at secondary school,0
2016,Female,truck,Maynooth,19-66,at university,0
2016,Female,truck,Cobh,15-66,working,2
2016,Female,truck,Cobh,5-12,at primary school,1
2016,Female,truck,Cobh,13-18,at secondary school,0
2016,Female,truck,Cobh,19-66,at university,0
2016,Female,truck,Castlebar,15-66,working,5
2016,Female,truck,Castlebar,5-12,at primary school,2
2016,Female,truck,Castlebar,13-18,at secondary school,1
2016,Female,truck,Castlebar,19-66,at university,1
2016,Female,truck,Midleton,15-66,working,10
2016,Female,truck,Midleton,5-12,at primary school,2
2016,Female,truck,Midleton,13-18,at secondary school,2
2016,Female,truck,Midleton,19-66,at university,0
2016,Female,truck,Mallow,15-66,working,5
2016,Female,truck,Mallow,5-12,at primary school,0
2016,Female,truck,Mallow,13-18,at secondary school,0
2016,Female,truck,Mallow,19-66,at university,0
2016,Female,truck,Ashbourne,15-66,working,5
2016,Female,truck,Ashbourne,5-12,at primary school,2
2016,Female,truck,Ashbourne,13-18,at secondary school,0
2016,Female,truck,Ashbourne,19-66,at university,0
2016,Female,truck,Ballina,15-66,working,3
2016,Female,truck,Ballina,5-12,at primary school,2
2016,Female,truck,Ballina,13-18,at secondary school,5
2016,Female,truck,Ballina,19-66,at university,0
2016,Female,truck,Laytown-Bettystown-Mornington,15-66,working,4
2016,Female,truck,Laytown-Bettystown-Mornington,5-12,at primary school,0
2016,Female,truck,Laytown-Bettystown-Mornington,13-18,at secondary school,1
2016,Female,truck,Laytown-Bettystown-Mornington,19-66,at university,0
2016,Female,truck,Enniscorthy,15-66,working,5
2016,Female,truck,Enniscorthy,5-12,at primary school,1
2016,Female,truck,Enniscorthy,13-18,at secondary school,0
2016,Female,truck,Enniscorthy,19-66,at university,0
2016,Female,truck,Wicklow,15-66,working,6
2016,Female,truck,Wicklow,5-12,at primary school,1
2016,Female,truck,Wicklow,13-18,at secondary school,0
2016,Female,truck,Wicklow,19-66,at university,1
2016,Female,truck,Tramore,15-66,working,8
2016,Female,truck,Tramore,5-12,at primary school,0
2016,Female,truck,Tramore,13-18,at secondary school,0
2016,Female,truck,Tramore,19-66,at university,0
2016,Female,truck,Cavan,15-66,working,3
2016,Female,truck,Cavan,5-12,at primary school,0
2016,Female,truck,Cavan,13-18,at secondary school,1
2016,Female,truck,Cavan,19-66,at university,0
2016,Female,truck,Athy,15-66,working,12
2016,Female,truck,Athy,5-12,at primary school,0
2016,Female,truck,Athy,13-18,at secondary school,0
2016,Female,truck,Athy,19-66,at university,0
2016,Female,truck,Shannon,15-66,working,4
2016,Female,truck,Shannon,5-12,at primary school,0
2016,Female,truck,Shannon,13-18,at secondary school,1
2016,Female,truck,Shannon,19-66,at university,0
2016,Female,truck,Skerries,15-66,working,2
2016,Female,truck,Skerries,5-12,at primary school,0
2016,Female,truck,Skerries,13-18,at secondary school,0
2016,Female,truck,Skerries,19-66,at university,0
2016,Female,truck,Longford,15-66,working,6
2016,Female,truck,Longford,5-12,at primary school,2
2016,Female,truck,Longford,13-18,at secondary school,0
