year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Female,bike,Annacotty,13-18,at secondary school,1
2016,Female,bike,Annacotty,19-66,at university,10
2016,Female,bike,Moate,15-66,working,3
2016,Female,bike,Moate,5-12,at primary school,4
2016,Female,bike,Moate,13-18,at secondary school,0
2016,Female,bike,Moate,19-66,at university,2
2016,Female,bike,Ballinrobe,15-66,working,4
2016,Female,bike,Ballinrobe,5-12,at primary school,2
2016,Female,bike,Ballinrobe,13-18,at secondary school,0
2016,Female,bike,Ballinrobe,19-66,at university,0
2016,Female,bike,Kilrush,15-66,working,3
2016,Female,bike,Kilrush,5-12,at primary school,0
2016,Female,bike,Kilrush,13-18,at secondary school,0
2016,Female,bike,Kilrush,19-66,at university,0
2016,Female,bike,Skibbereen,15-66,working,3
2016,Female,bike,Skibbereen,5-12,at primary school,0
2016,Female,bike,Skibbereen,13-18,at secondary school,0
2016,Female,bike,Skibbereen,19-66,at university,0
2016,Female,bike,Kinnegad,15-66,working,0
2016,Female,bike,Kinnegad,5-12,at primary school,10
2016,Female,bike,Kinnegad,13-18,at secondary school,0
2016,Female,bike,Kinnegad,19-66,at university,0
2016,Female,bike,Newcastle,15-66,working,5
2016,Female,bike,Newcastle,5-12,at primary school,3
2016,Female,bike,Newcastle,13-18,at secondary school,0
2016,Female,bike,Newcastle,19-66,at university,0
2016,Female,bike,Gort,15-66,working,2
2016,Female,bike,Gort,5-12,at primary school,0
2016,Female,bike,Gort,13-18,at secondary school,0
2016,Female,bike,Gort,19-66,at university,1
2016,Female,bike,Donegal,15-66,working,2
2016,Female,bike,Donegal,5-12,at primary school,0
2016,Female,bike,Donegal,13-18,at secondary school,0
2016,Female,bike,Donegal,19-66,at university,1
2016,Female,bike,Boyle,15-66,working,2
2016,Female,bike,Boyle,5-12,at primary school,0
2016,Female,bike,Boyle,13-18,at secondary school,0
2016,Female,bike,Boyle,19-66,at university,0
2016,Female,bike,Ballyjamesduff,15-66,working,1
2016,Female,bike,Ballyjamesduff,5-12,at primary school,0
2016,Female,bike,Ballyjamesduff,13-18,at secondary school,0
2016,Female,bike,Ballyjamesduff,19-66,at university,0
2016,Female,bike,Carndonagh,15-66,working,2
2016,Female,bike,Carndonagh,5-12,at primary school,1
2016,Female,bike,Carndonagh,13-18,at secondary school,0
2016,Female,bike,Carndonagh,19-66,at university,0
2016,Female,bike,Bailieborough,15-66,working,1
2016,Female,bike,Bailieborough,5-12,at primary school,0
2016,Female,bike,Bailieborough,13-18,at secondary school,1
2016,Female,bike,Bailieborough,19-66,at university,1
2016,Female,bike,Castleisland,15-66,working,1
2016,Female,bike,Castleisland,5-12,at primary school,2
2016,Female,bike,Castleisland,13-18,at secondary school,0
2016,Female,bike,Castleisland,19-66,at university,0
2016,Female,bike,Sixmilebridge,15-66,working,2
2016,Female,bike,Sixmilebridge,5-12,at primary school,1
2016,Female,bike,Sixmilebridge,13-18,at secondary school,0
2016,Female,bike,Sixmilebridge,19-66,at university,0
2016,Female,bike,Ballyshannon,15-66,working,0
2016,Female,bike,Ballyshannon,5-12,at primary school,0
2016,Female,bike,Ballyshannon,13-18,at secondary school,0
2016,Female,bike,Ballyshannon,19-66,at university,0
2016,Female,bike,Ballina (North Tipperary),15-66,working,2
2016,Female,bike,Ballina (North Tipperary),5-12,at primary school,0
2016,Female,bike,Ballina (North Tipperary),13-18,at secondary school,0
2016,Female,bike,Ballina (North Tipperary),19-66,at university,0
2016,Female,bike,Blarney,15-66,working,1
2016,Female,bike,Blarney,5-12,at primary school,0
2016,Female,bike,Blarney,13-18,at secondary school,0
2016,Female,bike,Blarney,19-66,at university,0
2016,Female,bike,Newtownmountkennedy,15-66,working,4
2016,Female,bike,Newtownmountkennedy,5-12,at primary school,0
2016,Female,bike,Newtownmountkennedy,13-18,at secondary school,0
2016,Female,bike,Newtownmountkennedy,19-66,at university,0
2016,Female,bike,Athboy,15-66,working,0
2016,Female,bike,Athboy,5-12,at primary school,1
2016,Female,bike,Athboy,13-18,at secondary school,0
2016,Female,bike,Athboy,19-66,at university,0
2016,Female,bike,Rathangan,15-66,working,2
2016,Female,bike,Rathangan,5-12,at primary school,0
2016,Female,bike,Rathangan,13-18,at secondary school,0
2016,Female,bike,Rathangan,19-66,at university,0
2016,Female,bike,Callan,15-66,working,2
2016,Female,bike,Callan,5-12,at primary school,6
2016,Female,bike,Callan,13-18,at secondary school,0
2016,Female,bike,Callan,19-66,at university,0
2016,Female,bike,Kingscourt,15-66,working,0
2016,Female,bike,Kingscourt,5-12,at primary school,1
2016,Female,bike,Kingscourt,13-18,at secondary school,0
2016,Female,bike,Kingscourt,19-66,at university,1
2016,Female,bike,Ballyhaunis,15-66,working,2
2016,Female,bike,Ballyhaunis,5-12,at primary school,0
2016,Female,bike,Ballyhaunis,13-18,at secondary school,0
2016,Female,bike,Ballyhaunis,19-66,at university,0
2016,Female,bike,Virginia,15-66,working,0
2016,Female,bike,Virginia,5-12,at primary school,3
2016,Female,bike,Virginia,13-18,at secondary school,0
2016,Female,bike,Virginia,19-66,at university,0
2016,Female,bike,Thomastown,15-66,working,2
2016,Female,bike,Thomastown,5-12,at primary school,1
2016,Female,bike,Thomastown,13-18,at secondary school,0
2016,Female,bike,Thomastown,19-66,at university,0
2016,Female,bike,Kanturk,15-66,working,1
2016,Female,bike,Kanturk,5-12,at primary school,0
2016,Female,bike,Kanturk,13-18,at secondary school,0
2016,Female,bike,Kanturk,19-66,at university,0
2016,Female,bike,Prosperous,15-66,working,0
2016,Female,bike,Prosperous,5-12,at primary school,1
2016,Female,bike,Prosperous,13-18,at secondary school,0
2016,Female,bike,Prosperous,19-66,at university,0
2016,Female,bike,Kenmare,15-66,working,8
2016,Female,bike,Kenmare,5-12,at primary school,1
2016,Female,bike,Kenmare,13-18,at secondary school,0
2016,Female,bike,Kenmare,19-66,at university,0
2016,Female,bike,Saggart,15-66,working,4
2016,Female,bike,Saggart,5-12,at primary school,1
2016,Female,bike,Saggart,13-18,at secondary school,0
2016,Female,bike,Saggart,19-66,at university,0
2016,Female,bike,Bundoran,15-66,working,3
2016,Female,bike,Bundoran,5-12,at primary school,0
2016,Female,bike,Bundoran,13-18,at secondary school,1
2016,Female,bike,Bundoran,19-66,at university,1
2016,Female,bike,Cootehill,15-66,working,0
2016,Female,bike,Cootehill,5-12,at primary school,1
2016,Female,bike,Cootehill,13-18,at secondary school,0
2016,Female,bike,Cootehill,19-66,at university,0
2016,Female,bike,Crosshaven,15-66,working,1
2016,Female,bike,Crosshaven,5-12,at primary school,0
2016,Female,bike,Crosshaven,13-18,at secondary school,0
2016,Female,bike,Crosshaven,19-66,at university,0
2016,Female,bike,Killorglin,15-66,working,5
2016,Female,bike,Killorglin,5-12,at primary school,0
2016,Female,bike,Killorglin,13-18,at secondary school,0
2016,Female,bike,Killorglin,19-66,at university,2
2016,Female,bike,Templemore,15-66,working,1
2016,Female,bike,Templemore,5-12,at primary school,1
2016,Female,bike,Templemore,13-18,at secondary school,0
2016,Female,bike,Templemore,19-66,at university,2
2016,Female,bike,Baltinglass,15-66,working,4
2016,Female,bike,Baltinglass,5-12,at primary school,0
2016,Female,bike,Baltinglass,13-18,at secondary school,0
2016,Female,bike,Baltinglass,19-66,at university,0
2016,Female,bike,Clifden,15-66,working,0
2016,Female,bike,Clifden,5-12,at primary school,0
2016,Female,bike,Clifden,13-18,at secondary school,0
2016,Female,bike,Clifden,19-66,at university,0
2016,Female,bike,Bunclody-Carrickduff,15-66,working,1
2016,Female,bike,Bunclody-Carrickduff,5-12,at primary school,0
2016,Female,bike,Bunclody-Carrickduff,13-18,at secondary school,0
2016,Female,bike,Bunclody-Carrickduff,19-66,at university,0
2016,Female,bike,Abbeyfeale,15-66,working,2
2016,Female,bike,Abbeyfeale,5-12,at primary school,0
2016,Female,bike,Abbeyfeale,13-18,at secondary school,0
2016,Female,bike,Abbeyfeale,19-66,at university,1
2016,Female,bike,Clogherhead,15-66,working,0
2016,Female,bike,Clogherhead,5-12,at primary school,3
2016,Female,bike,Clogherhead,13-18,at secondary school,0
2016,Female,bike,Clogherhead,19-66,at university,0
2016,Female,bike,Castlerea,15-66,working,4
2016,Female,bike,Castlerea,5-12,at primary school,1
2016,Female,bike,Castlerea,13-18,at secondary school,0
2016,Female,bike,Castlerea,19-66,at university,0
2016,Female,bike,An Daingean,15-66,working,2
2016,Female,bike,An Daingean,5-12,at primary school,0
2016,Female,bike,An Daingean,13-18,at secondary school,0
2016,Female,bike,An Daingean,19-66,at university,0
2016,Female,bike,Castleconnell,15-66,working,3
2016,Female,bike,Castleconnell,5-12,at primary school,0
2016,Female,bike,Castleconnell,13-18,at secondary school,0
2016,Female,bike,Castleconnell,19-66,at university,0
2016,Female,bike,Bearna,15-66,working,9
2016,Female,bike,Bearna,5-12,at primary school,0
2016,Female,bike,Bearna,13-18,at secondary school,0
2016,Female,bike,Bearna,19-66,at university,3
2016,Female,bike,Balrothery,15-66,working,2
2016,Female,bike,Balrothery,5-12,at primary school,0
2016,Female,bike,Balrothery,13-18,at secondary school,0
2016,Female,bike,Balrothery,19-66,at university,2
2016,Female,bike,Abbeyleix,15-66,working,2
2016,Female,bike,Abbeyleix,5-12,at primary school,0
2016,Female,bike,Abbeyleix,13-18,at secondary school,0
2016,Female,bike,Abbeyleix,19-66,at university,0
2016,Female,bike,Ballaghaderreen,15-66,working,1
2016,Female,bike,Ballaghaderreen,5-12,at primary school,0
2016,Female,bike,Ballaghaderreen,13-18,at secondary school,0
2016,Female,bike,Ballaghaderreen,19-66,at university,0
2016,Female,bike,Enniskerry,15-66,working,2
2016,Female,bike,Enniskerry,5-12,at primary school,0
2016,Female,bike,Enniskerry,13-18,at secondary school,0
2016,Female,bike,Enniskerry,19-66,at university,0
2016,Female,bike,Newport,15-66,working,0
2016,Female,bike,Newport,5-12,at primary school,1
2016,Female,bike,Newport,13-18,at secondary school,0
2016,Female,bike,Newport,19-66,at university,0
2016,Female,bike,Dunleer,15-66,working,0
2016,Female,bike,Dunleer,5-12,at primary school,0
2016,Female,bike,Dunleer,13-18,at secondary school,0
2016,Female,bike,Dunleer,19-66,at university,0
2016,Female,bike,Newmarket-on-Fergus,15-66,working,2
2016,Female,bike,Newmarket-on-Fergus,5-12,at primary school,2
2016,Female,bike,Newmarket-on-Fergus,13-18,at secondary school,0
2016,Female,bike,Newmarket-on-Fergus,19-66,at university,0
2016,Female,bike,Clones,15-66,working,0
2016,Female,bike,Clones,5-12,at primary school,0
2016,Female,bike,Clones,13-18,at secondary school,0
2016,Female,bike,Clones,19-66,at university,0
2016,Female,bike,Tubbercurry,15-66,working,3
2016,Female,bike,Tubbercurry,5-12,at primary school,2
2016,Female,bike,Tubbercurry,13-18,at secondary school,2
2016,Female,bike,Tubbercurry,19-66,at university,0
2016,Female,bike,Edgeworthstown,15-66,working,1
2016,Female,bike,Edgeworthstown,5-12,at primary school,0
2016,Female,bike,Edgeworthstown,13-18,at secondary school,0
2016,Female,bike,Edgeworthstown,19-66,at university,0
2016,Female,bike,Ballivor,15-66,working,2
2016,Female,bike,Ballivor,5-12,at primary school,3
2016,Female,bike,Ballivor,13-18,at secondary school,0
2016,Female,bike,Ballivor,19-66,at university,0
2016,Female,bike,Castlebridge,15-66,working,1
2016,Female,bike,Castlebridge,5-12,at primary school,2
2016,Female,bike,Castlebridge,13-18,at secondary school,0
2016,Female,bike,Castlebridge,19-66,at university,0
2016,Female,bike,Portlaw,15-66,working,0
2016,Female,bike,Portlaw,5-12,at primary school,0
2016,Female,bike,Portlaw,13-18,at secondary school,0
2016,Female,bike,Portlaw,19-66,at university,0
2016,Female,bike,Mountrath,15-66,working,0
2016,Female,bike,Mountrath,5-12,at primary school,0
2016,Female,bike,Mountrath,13-18,at secondary school,0
2016,Female,bike,Mountrath,19-66,at university,0
2016,Female,bike,Lifford,15-66,working,0
2016,Female,bike,Lifford,5-12,at primary school,0
2016,Female,bike,Lifford,13-18,at secondary school,0
2016,Female,bike,Lifford,19-66,at university,0
2016,Female,bike,Banagher,15-66,working,2
2016,Female,bike,Banagher,5-12,at primary school,1
2016,Female,bike,Banagher,13-18,at secondary school,0
2016,Female,bike,Banagher,19-66,at university,0
2016,Female,bike,Kilmallock,15-66,working,0
2016,Female,bike,Kilmallock,5-12,at primary school,0
2016,Female,bike,Kilmallock,13-18,at secondary school,0
2016,Female,bike,Kilmallock,19-66,at university,0
2016,Female,bike,Strandhill,15-66,working,3
2016,Female,bike,Strandhill,5-12,at primary school,0
2016,Female,bike,Strandhill,13-18,at secondary school,0
2016,Female,bike,Strandhill,19-66,at university,0
2016,Female,bike,Rathdrum,15-66,working,0
2016,Female,bike,Rathdrum,5-12,at primary school,0
2016,Female,bike,Rathdrum,13-18,at secondary school,0
2016,Female,bike,Rathdrum,19-66,at university,0
2016,Female,bike,Dunmanway,15-66,working,0
2016,Female,bike,Dunmanway,5-12,at primary school,1
2016,Female,bike,Dunmanway,13-18,at secondary school,0
2016,Female,bike,Dunmanway,19-66,at university,1
2016,Female,bike,Millstreet,15-66,working,0
2016,Female,bike,Millstreet,5-12,at primary school,0
2016,Female,bike,Millstreet,13-18,at secondary school,0
2016,Female,bike,Millstreet,19-66,at university,0
2016,Female,bike,Ballymahon,15-66,working,1
2016,Female,bike,Ballymahon,5-12,at primary school,6
2016,Female,bike,Ballymahon,13-18,at secondary school,0
2016,Female,bike,Ballymahon,19-66,at university,0
2016,Female,bike,Cloyne,15-66,working,1
2016,Female,bike,Cloyne,5-12,at primary school,1
2016,Female,bike,Cloyne,13-18,at secondary school,0
2016,Female,bike,Cloyne,19-66,at university,1
2016,Female,bike,Dunmore East,15-66,working,1
2016,Female,bike,Dunmore East,5-12,at primary school,1
2016,Female,bike,Dunmore East,13-18,at secondary school,0
2016,Female,bike,Dunmore East,19-66,at university,1
2016,Female,bike,Moycullen,15-66,working,1
2016,Female,bike,Moycullen,5-12,at primary school,0
2016,Female,bike,Moycullen,13-18,at secondary school,0
2016,Female,bike,Moycullen,19-66,at university,1
2016,Female,bike,Rosslare,15-66,working,3
2016,Female,bike,Rosslare,5-12,at primary school,0
2016,Female,bike,Rosslare,13-18,at secondary school,0
2016,Female,bike,Rosslare,19-66,at university,0
2016,Female,bike,Derrinturn,15-66,working,1
2016,Female,bike,Derrinturn,5-12,at primary school,1
2016,Female,bike,Derrinturn,13-18,at secondary school,0
2016,Female,bike,Derrinturn,19-66,at university,0
2016,Female,bike,Fethard,15-66,working,1
2016,Female,bike,Fethard,5-12,at primary school,0
2016,Female,bike,Fethard,13-18,at secondary school,0
2016,Female,bike,Fethard,19-66,at university,0
2016,Female,bike,Ballymote,15-66,working,1
2016,Female,bike,Ballymote,5-12,at primary school,0
2016,Female,bike,Ballymote,13-18,at secondary school,0
2016,Female,bike,Ballymote,19-66,at university,0
2016,Female,bike,Rathcormac,15-66,working,1
2016,Female,bike,Rathcormac,5-12,at primary school,0
2016,Female,bike,Rathcormac,13-18,at secondary school,0
2016,Female,bike,Rathcormac,19-66,at university,0
2016,Female,bike,"Towns 1,000 - 1,499 population",15-66,working,64
2016,Female,bike,"Towns 1,000 - 1,499 population",5-12,at primary school,43
2016,Female,bike,"Towns 1,000 - 1,499 population",13-18,at secondary school,7
2016,Female,bike,"Towns 1,000 - 1,499 population",19-66,at university,9
2016,Female,bike,Total Towns 500 - 999 population,15-66,working,56
2016,Female,bike,Total Towns 500 - 999 population,5-12,at primary school,50
2016,Female,bike,Total Towns 500 - 999 population,13-18,at secondary school,1
2016,Female,bike,Total Towns 500 - 999 population,19-66,at university,16
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,15-66,working,65
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,31
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,2
2016,Female,bike,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,21
2016,Female,bike,Remainder of country,15-66,working,620
2016,Female,bike,Remainder of country,5-12,at primary school,264
2016,Female,bike,Remainder of country,13-18,at secondary school,77
2016,Female,bike,Remainder of country,19-66,at university,392
2016,Female,bike,Collooney,15-66,working,2
2016,Female,bike,Collooney,5-12,at primary school,0
2016,Female,bike,Collooney,13-18,at secondary school,0
2016,Female,bike,Collooney,19-66,at university,0
2016,Female,bike,Castlemartyr,15-66,working,0
2016,Female,bike,Castlemartyr,5-12,at primary school,0
2016,Female,bike,Castlemartyr,13-18,at secondary school,0
2016,Female,bike,Castlemartyr,19-66,at university,0
2016,Female,bike,Tullyallen,15-66,working,0
2016,Female,bike,Tullyallen,5-12,at primary school,0
2016,Female,bike,Tullyallen,13-18,at secondary school,0
2016,Female,bike,Tullyallen,19-66,at university,0
2016,Female,bike,Longwood,15-66,working,2
2016,Female,bike,Longwood,5-12,at primary school,1
2016,Female,bike,Longwood,13-18,at secondary school,0
2016,Female,bike,Longwood,19-66,at university,0
2016,Female,bike,Termonfeckin,15-66,working,0
2016,Female,bike,Termonfeckin,5-12,at primary school,0
2016,Female,bike,Termonfeckin,13-18,at secondary school,0
2016,Female,bike,Termonfeckin,19-66,at university,0
2016,Female,bike,Convoy,15-66,working,0
2016,Female,bike,Convoy,5-12,at primary school,0
2016,Female,bike,Convoy,13-18,at secondary school,0
2016,Female,bike,Convoy,19-66,at university,0
2016,Female,bike,Castlecomer-Donaguile,15-66,working,0
2016,Female,bike,Castlecomer-Donaguile,5-12,at primary school,0
2016,Female,bike,Castlecomer-Donaguile,13-18,at secondary school,0
2016,Female,bike,Castlecomer-Donaguile,19-66,at university,0
2016,Female,bus,Dublin City and suburbs,15-66,working,39418
2016,Female,bus,Dublin City and suburbs,5-12,at primary school,2532
2016,Female,bus,Dublin City and suburbs,13-18,at secondary school,8560
2016,Female,bus,Dublin City and suburbs,19-66,at university,10998
2016,Female,bus,Cork City and suburbs,15-66,working,3726
2016,Female,bus,Cork City and suburbs,5-12,at primary school,325
2016,Female,bus,Cork City and suburbs,13-18,at secondary school,939
2016,Female,bus,Cork City and suburbs,19-66,at university,1158
2016,Female,bus,Limerick City and suburbs,15-66,working,896
2016,Female,bus,Limerick City and suburbs,5-12,at primary school,175
2016,Female,bus,Limerick City and suburbs,13-18,at secondary school,628
2016,Female,bus,Limerick City and suburbs,19-66,at university,454
2016,Female,bus,Galway City and suburbs,15-66,working,1539
2016,Female,bus,Galway City and suburbs,5-12,at primary school,196
2016,Female,bus,Galway City and suburbs,13-18,at secondary school,571
2016,Female,bus,Galway City and suburbs,19-66,at university,441
2016,Female,bus,Waterford City and suburbs,15-66,working,282
2016,Female,bus,Waterford City and suburbs,5-12,at primary school,92
2016,Female,bus,Waterford City and suburbs,13-18,at secondary school,164
2016,Female,bus,Waterford City and suburbs,19-66,at university,132
2016,Female,bus,Drogheda,15-66,working,465
2016,Female,bus,Drogheda,5-12,at primary school,440
2016,Female,bus,Drogheda,13-18,at secondary school,355
2016,Female,bus,Drogheda,19-66,at university,273
2016,Female,bus,Dundalk,15-66,working,423
2016,Female,bus,Dundalk,5-12,at primary school,130
2016,Female,bus,Dundalk,13-18,at secondary school,358
2016,Female,bus,Dundalk,19-66,at university,235
2016,Female,bus,Swords,15-66,working,1998
2016,Female,bus,Swords,5-12,at primary school,131
2016,Female,bus,Swords,13-18,at secondary school,428
2016,Female,bus,Swords,19-66,at university,359
2016,Female,bus,Bray,15-66,working,650
2016,Female,bus,Bray,5-12,at primary school,61
2016,Female,bus,Bray,13-18,at secondary school,193
2016,Female,bus,Bray,19-66,at university,262
2016,Female,bus,Navan (An Uaimh),15-66,working,324
2016,Female,bus,Navan (An Uaimh),5-12,at primary school,134
2016,Female,bus,Navan (An Uaimh),13-18,at secondary school,195
2016,Female,bus,Navan (An Uaimh),19-66,at university,205
2016,Female,bus,Ennis,15-66,working,51
2016,Female,bus,Ennis,5-12,at primary school,27
2016,Female,bus,Ennis,13-18,at secondary school,35
2016,Female,bus,Ennis,19-66,at university,97
2016,Female,bus,Kilkenny,15-66,working,30
2016,Female,bus,Kilkenny,5-12,at primary school,77
2016,Female,bus,Kilkenny,13-18,at secondary school,52
2016,Female,bus,Kilkenny,19-66,at university,73
2016,Female,bus,Tralee,15-66,working,41
2016,Female,bus,Tralee,5-12,at primary school,69
2016,Female,bus,Tralee,13-18,at secondary school,106
2016,Female,bus,Tralee,19-66,at university,50
2016,Female,bus,Carlow,15-66,working,39
2016,Female,bus,Carlow,5-12,at primary school,45
2016,Female,bus,Carlow,13-18,at secondary school,14
2016,Female,bus,Carlow,19-66,at university,42
2016,Female,bus,Droichead Nua,15-66,working,170
2016,Female,bus,Droichead Nua,5-12,at primary school,116
2016,Female,bus,Droichead Nua,13-18,at secondary school,68
2016,Female,bus,Droichead Nua,19-66,at university,89
2016,Female,bus,Naas,15-66,working,177
2016,Female,bus,Naas,5-12,at primary school,147
2016,Female,bus,Naas,13-18,at secondary school,106
2016,Female,bus,Naas,19-66,at university,134
2016,Female,bus,Athlone,15-66,working,118
2016,Female,bus,Athlone,5-12,at primary school,228
2016,Female,bus,Athlone,13-18,at secondary school,151
2016,Female,bus,Athlone,19-66,at university,79
2016,Female,bus,Portlaoise,15-66,working,81
2016,Female,bus,Portlaoise,5-12,at primary school,150
2016,Female,bus,Portlaoise,13-18,at secondary school,115
2016,Female,bus,Portlaoise,19-66,at university,69
2016,Female,bus,Mullingar,15-66,working,55
2016,Female,bus,Mullingar,5-12,at primary school,42
2016,Female,bus,Mullingar,13-18,at secondary school,46
2016,Female,bus,Mullingar,19-66,at university,59
2016,Female,bus,Wexford,15-66,working,70
2016,Female,bus,Wexford,5-12,at primary school,31
2016,Female,bus,Wexford,13-18,at secondary school,40
2016,Female,bus,Wexford,19-66,at university,36
2016,Female,bus,Balbriggan,15-66,working,292
2016,Female,bus,Balbriggan,5-12,at primary school,122
2016,Female,bus,Balbriggan,13-18,at secondary school,79
2016,Female,bus,Balbriggan,19-66,at university,69
2016,Female,bus,Letterkenny,15-66,working,28
2016,Female,bus,Letterkenny,5-12,at primary school,327
2016,Female,bus,Letterkenny,13-18,at secondary school,124
2016,Female,bus,Letterkenny,19-66,at university,55
2016,Female,bus,Celbridge,15-66,working,599
2016,Female,bus,Celbridge,5-12,at primary school,95
2016,Female,bus,Celbridge,13-18,at secondary school,159
2016,Female,bus,Celbridge,19-66,at university,239
2016,Female,bus,Sligo,15-66,working,62
2016,Female,bus,Sligo,5-12,at primary school,67
2016,Female,bus,Sligo,13-18,at secondary school,25
2016,Female,bus,Sligo,19-66,at university,48
2016,Female,bus,Clonmel,15-66,working,23
2016,Female,bus,Clonmel,5-12,at primary school,61
2016,Female,bus,Clonmel,13-18,at secondary school,69
2016,Female,bus,Clonmel,19-66,at university,32
2016,Female,bus,Greystones,15-66,working,174
2016,Female,bus,Greystones,5-12,at primary school,90
2016,Female,bus,Greystones,13-18,at secondary school,118
2016,Female,bus,Greystones,19-66,at university,75
2016,Female,bus,Malahide,15-66,working,236
2016,Female,bus,Malahide,5-12,at primary school,35
2016,Female,bus,Malahide,13-18,at secondary school,147
2016,Female,bus,Malahide,19-66,at university,128
2016,Female,bus,Leixlip,15-66,working,395
2016,Female,bus,Leixlip,5-12,at primary school,11
2016,Female,bus,Leixlip,13-18,at secondary school,106
2016,Female,bus,Leixlip,19-66,at university,133
2016,Female,bus,Carrigaline,15-66,working,113
2016,Female,bus,Carrigaline,5-12,at primary school,17
2016,Female,bus,Carrigaline,13-18,at secondary school,104
2016,Female,bus,Carrigaline,19-66,at university,126
2016,Female,bus,Tullamore,15-66,working,33
2016,Female,bus,Tullamore,5-12,at primary school,137
2016,Female,bus,Tullamore,13-18,at secondary school,53
2016,Female,bus,Tullamore,19-66,at university,56
2016,Female,bus,Killarney,15-66,working,48
2016,Female,bus,Killarney,5-12,at primary school,3
2016,Female,bus,Killarney,13-18,at secondary school,38
2016,Female,bus,Killarney,19-66,at university,24
2016,Female,bus,Arklow,15-66,working,41
2016,Female,bus,Arklow,5-12,at primary school,20
2016,Female,bus,Arklow,13-18,at secondary school,12
2016,Female,bus,Arklow,19-66,at university,50
2016,Female,bus,Maynooth,15-66,working,212
2016,Female,bus,Maynooth,5-12,at primary school,31
2016,Female,bus,Maynooth,13-18,at secondary school,28
2016,Female,bus,Maynooth,19-66,at university,60
2016,Female,bus,Cobh,15-66,working,17
2016,Female,bus,Cobh,5-12,at primary school,7
2016,Female,bus,Cobh,13-18,at secondary school,94
2016,Female,bus,Cobh,19-66,at university,14
2016,Female,bus,Castlebar,15-66,working,13
2016,Female,bus,Castlebar,5-12,at primary school,63
2016,Female,bus,Castlebar,13-18,at secondary school,10
2016,Female,bus,Castlebar,19-66,at university,22
2016,Female,bus,Midleton,15-66,working,48
2016,Female,bus,Midleton,5-12,at primary school,72
2016,Female,bus,Midleton,13-18,at secondary school,56
2016,Female,bus,Midleton,19-66,at university,19
2016,Female,bus,Mallow,15-66,working,20
2016,Female,bus,Mallow,5-12,at primary school,57
2016,Female,bus,Mallow,13-18,at secondary school,6
2016,Female,bus,Mallow,19-66,at university,12
2016,Female,bus,Ashbourne,15-66,working,404
2016,Female,bus,Ashbourne,5-12,at primary school,21
2016,Female,bus,Ashbourne,13-18,at secondary school,56
2016,Female,bus,Ashbourne,19-66,at university,103
2016,Female,bus,Ballina,15-66,working,6
2016,Female,bus,Ballina,5-12,at primary school,166
2016,Female,bus,Ballina,13-18,at secondary school,62
2016,Female,bus,Ballina,19-66,at university,27
2016,Female,bus,Laytown-Bettystown-Mornington,15-66,working,232
2016,Female,bus,Laytown-Bettystown-Mornington,5-12,at primary school,263
2016,Female,bus,Laytown-Bettystown-Mornington,13-18,at secondary school,138
2016,Female,bus,Laytown-Bettystown-Mornington,19-66,at university,67
2016,Female,bus,Enniscorthy,15-66,working,28
2016,Female,bus,Enniscorthy,5-12,at primary school,58
2016,Female,bus,Enniscorthy,13-18,at secondary school,72
2016,Female,bus,Enniscorthy,19-66,at university,25
2016,Female,bus,Wicklow,15-66,working,64
2016,Female,bus,Wicklow,5-12,at primary school,15
2016,Female,bus,Wicklow,13-18,at secondary school,45
2016,Female,bus,Wicklow,19-66,at university,56
2016,Female,bus,Tramore,15-66,working,59
2016,Female,bus,Tramore,5-12,at primary school,13
2016,Female,bus,Tramore,13-18,at secondary school,27
2016,Female,bus,Tramore,19-66,at university,48
2016,Female,bus,Cavan,15-66,working,28
2016,Female,bus,Cavan,5-12,at primary school,41
2016,Female,bus,Cavan,13-18,at secondary school,93
2016,Female,bus,Cavan,19-66,at university,21
2016,Female,bus,Athy,15-66,working,12
2016,Female,bus,Athy,5-12,at primary school,37
2016,Female,bus,Athy,13-18,at secondary school,29
2016,Female,bus,Athy,19-66,at university,23
2016,Female,bus,Shannon,15-66,working,65
2016,Female,bus,Shannon,5-12,at primary school,2
2016,Female,bus,Shannon,13-18,at secondary school,27
2016,Female,bus,Shannon,19-66,at university,42
2016,Female,bus,Skerries,15-66,working,85
2016,Female,bus,Skerries,5-12,at primary school,5
2016,Female,bus,Skerries,13-18,at secondary school,23
2016,Female,bus,Skerries,19-66,at university,41
2016,Female,bus,Longford,15-66,working,12
2016,Female,bus,Longford,5-12,at primary school,53
2016,Female,bus,Longford,13-18,at secondary school,54
2016,Female,bus,Longford,19-66,at university,17
2016,Female,bus,Dungarvan,15-66,working,11
2016,Female,bus,Dungarvan,5-12,at primary school,10
2016,Female,bus,Dungarvan,13-18,at secondary school,12
2016,Female,bus,Dungarvan,19-66,at university,21
2016,Female,bus,Portmarnock,15-66,working,112
2016,Female,bus,Portmarnock,5-12,at primary school,10
2016,Female,bus,Portmarnock,13-18,at secondary school,36
2016,Female,bus,Portmarnock,19-66,at university,54
2016,Female,bus,Rush,15-66,working,223
2016,Female,bus,Rush,5-12,at primary school,44
