year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2011,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,26
2011,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,>=19,university,27
2011,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,138
2011,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,34
2011,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,>=19,university,32
2011,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,60
2011,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,4
2011,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,>=19,university,7
2011,Male,motorbike,Aggregate Rural Area,After 09:30,>=15,junior-cert,94
2011,Male,motorbike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2011,Male,motorbike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,1
2011,Male,motorbike,Aggregate Rural Area,After 09:30,>=19,university,10
2011,Male,motorbike,Aggregate Rural Area,na,>=15,junior-cert,23
2011,Male,motorbike,Aggregate Rural Area,na,5 to 12,primary-school,0
2011,Male,motorbike,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2011,Male,motorbike,Aggregate Rural Area,na,>=19,university,1
2011,Male,car,Aggregate Town Area,Before 06:30,>=15,junior-cert,36872
2011,Male,car,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,7
2011,Male,car,Aggregate Town Area,Before 06:30,>=19,university,114
2011,Male,car,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,37103
2011,Male,car,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,13
2011,Male,car,Aggregate Town Area,06:30 - 07:00,>=19,university,361
2011,Male,car,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,43682
2011,Male,car,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,62
2011,Male,car,Aggregate Town Area,07:01 - 07:30,>=19,university,851
2011,Male,car,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,58853
2011,Male,car,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,165
2011,Male,car,Aggregate Town Area,07:31 - 08:00,>=19,university,1843
2011,Male,car,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,51939
2011,Male,car,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,408
2011,Male,car,Aggregate Town Area,08:01 - 08:30,>=19,university,3160
2011,Male,car,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,37788
2011,Male,car,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,489
2011,Male,car,Aggregate Town Area,08:31 - 09:00,>=19,university,3404
2011,Male,car,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,15148
2011,Male,car,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,58
2011,Male,car,Aggregate Town Area,09:01 - 09:30,>=19,university,1397
2011,Male,car,Aggregate Town Area,After 09:30,>=15,junior-cert,37145
2011,Male,car,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,39
2011,Male,car,Aggregate Town Area,After 09:30,>=19,university,2158
2011,Male,car,Aggregate Town Area,na,>=15,junior-cert,4262
2011,Male,car,Aggregate Town Area,na,5 to 12,primary-school,0
2011,Male,car,Aggregate Town Area,na,13 to 18,leaving-cert,4
2011,Male,car,Aggregate Town Area,na,>=19,university,132
2011,Male,car,Aggregate Rural Area,Before 06:30,>=15,junior-cert,19535
2011,Male,car,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,9
2011,Male,car,Aggregate Rural Area,Before 06:30,>=19,university,130
2011,Male,car,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,21729
2011,Male,car,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,30
2011,Male,car,Aggregate Rural Area,06:30 - 07:00,>=19,university,414
2011,Male,car,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,27697
2011,Male,car,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,87
2011,Male,car,Aggregate Rural Area,07:01 - 07:30,>=19,university,959
2011,Male,car,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,38144
2011,Male,car,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,259
2011,Male,car,Aggregate Rural Area,07:31 - 08:00,>=19,university,1997
2011,Male,car,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,32623
2011,Male,car,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,783
2011,Male,car,Aggregate Rural Area,08:01 - 08:30,>=19,university,2802
2011,Male,car,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,25692
2011,Male,car,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,987
2011,Male,car,Aggregate Rural Area,08:31 - 09:00,>=19,university,2498
2011,Male,car,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,9556
2011,Male,car,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,116
2011,Male,car,Aggregate Rural Area,09:01 - 09:30,>=19,university,871
2011,Male,car,Aggregate Rural Area,After 09:30,>=15,junior-cert,15390
2011,Male,car,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,49
2011,Male,car,Aggregate Rural Area,After 09:30,>=19,university,804
2011,Male,car,Aggregate Rural Area,na,>=15,junior-cert,2655
2011,Male,car,Aggregate Rural Area,na,5 to 12,primary-school,0
2011,Male,car,Aggregate Rural Area,na,13 to 18,leaving-cert,19
2011,Male,car,Aggregate Rural Area,na,>=19,university,131
2011,Male,carpool,Aggregate Town Area,Before 06:30,>=15,junior-cert,2483
2011,Male,carpool,Aggregate Town Area,Before 06:30,5 to 12,primary-school,52
2011,Male,carpool,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,25
2011,Male,carpool,Aggregate Town Area,Before 06:30,>=19,university,11
2011,Male,carpool,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,2427
2011,Male,carpool,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,183
2011,Male,carpool,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,117
2011,Male,carpool,Aggregate Town Area,06:30 - 07:00,>=19,university,48
2011,Male,carpool,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,2626
2011,Male,carpool,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,798
2011,Male,carpool,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,631
2011,Male,carpool,Aggregate Town Area,07:01 - 07:30,>=19,university,201
2011,Male,carpool,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,3291
2011,Male,carpool,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,3727
2011,Male,carpool,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,4047
2011,Male,carpool,Aggregate Town Area,07:31 - 08:00,>=19,university,591
2011,Male,carpool,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,2251
2011,Male,carpool,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,21554
2011,Male,carpool,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,13449
2011,Male,carpool,Aggregate Town Area,08:01 - 08:30,>=19,university,1219
2011,Male,carpool,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,1600
2011,Male,carpool,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,41830
2011,Male,carpool,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,11361
2011,Male,carpool,Aggregate Town Area,08:31 - 09:00,>=19,university,1156
2011,Male,carpool,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,612
2011,Male,carpool,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,9965
2011,Male,carpool,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,561
2011,Male,carpool,Aggregate Town Area,09:01 - 09:30,>=19,university,387
2011,Male,carpool,Aggregate Town Area,After 09:30,>=15,junior-cert,2468
2011,Male,carpool,Aggregate Town Area,After 09:30,5 to 12,primary-school,119
2011,Male,carpool,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,115
2011,Male,carpool,Aggregate Town Area,After 09:30,>=19,university,495
2011,Male,carpool,Aggregate Town Area,na,>=15,junior-cert,233
2011,Male,carpool,Aggregate Town Area,na,5 to 12,primary-school,377
2011,Male,carpool,Aggregate Town Area,na,13 to 18,leaving-cert,94
2011,Male,carpool,Aggregate Town Area,na,>=19,university,26
2011,Male,carpool,Aggregate Rural Area,Before 06:30,>=15,junior-cert,621
2011,Male,carpool,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,19
2011,Male,carpool,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,31
2011,Male,carpool,Aggregate Rural Area,Before 06:30,>=19,university,23
2011,Male,carpool,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,868
2011,Male,carpool,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,87
2011,Male,carpool,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,119
2011,Male,carpool,Aggregate Rural Area,06:30 - 07:00,>=19,university,80
2011,Male,carpool,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1158
2011,Male,carpool,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,345
2011,Male,carpool,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,503
2011,Male,carpool,Aggregate Rural Area,07:01 - 07:30,>=19,university,201
2011,Male,carpool,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,1631
2011,Male,carpool,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,1517
2011,Male,carpool,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,2539
2011,Male,carpool,Aggregate Rural Area,07:31 - 08:00,>=19,university,581
2011,Male,carpool,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,1132
2011,Male,carpool,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,6910
2011,Male,carpool,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,11853
2011,Male,carpool,Aggregate Rural Area,08:01 - 08:30,>=19,university,1020
2011,Male,carpool,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,976
2011,Male,carpool,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,28663
2011,Male,carpool,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,14504
2011,Male,carpool,Aggregate Rural Area,08:31 - 09:00,>=19,university,938
2011,Male,carpool,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,390
2011,Male,carpool,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,34291
2011,Male,carpool,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,1249
2011,Male,carpool,Aggregate Rural Area,09:01 - 09:30,>=19,university,275
2011,Male,carpool,Aggregate Rural Area,After 09:30,>=15,junior-cert,929
2011,Male,carpool,Aggregate Rural Area,After 09:30,5 to 12,primary-school,130
2011,Male,carpool,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,97
2011,Male,carpool,Aggregate Rural Area,After 09:30,>=19,university,197
2011,Male,carpool,Aggregate Rural Area,na,>=15,junior-cert,122
2011,Male,carpool,Aggregate Rural Area,na,5 to 12,primary-school,251
2011,Male,carpool,Aggregate Rural Area,na,13 to 18,leaving-cert,120
2011,Male,carpool,Aggregate Rural Area,na,>=19,university,47
2011,Male,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,4732
2011,Male,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,1
2011,Male,truck,Aggregate Town Area,Before 06:30,>=19,university,9
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,6581
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,2
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,4
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,21
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,7530
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,5
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,8
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,27
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,9349
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,15
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,24
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,59
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,7470
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,65
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,50
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,89
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,5241
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,117
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,62
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,105
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,2185
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,36
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,4
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,40
2011,Male,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,2378
2011,Male,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,1
2011,Male,truck,Aggregate Town Area,After 09:30,>=19,university,28
2011,Male,truck,Aggregate Town Area,na,>=15,junior-cert,439
2011,Male,truck,Aggregate Town Area,na,5 to 12,primary-school,3
2011,Male,truck,Aggregate Town Area,na,13 to 18,leaving-cert,2
2011,Male,truck,Aggregate Town Area,na,>=19,university,5
2011,Male,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,6246
2011,Male,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,3
2011,Male,truck,Aggregate Rural Area,Before 06:30,>=19,university,14
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,8581
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,5
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,4
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,37
2011,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,11159
2011,Male,truck,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,6
2011,Male,truck,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,14
2011,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=19,university,68
2011,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,16384
2011,Male,truck,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,9
2011,Male,truck,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,45
2011,Male,truck,Aggregate Rural Area,07:31 - 08:00,>=19,university,142
2011,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,11519
2011,Male,truck,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,33
2011,Male,truck,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,105
2011,Male,truck,Aggregate Rural Area,08:01 - 08:30,>=19,university,175
2011,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,7585
2011,Male,truck,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,106
2011,Male,truck,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,99
2011,Male,truck,Aggregate Rural Area,08:31 - 09:00,>=19,university,137
2011,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,2893
2011,Male,truck,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,92
2011,Male,truck,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,12
2011,Male,truck,Aggregate Rural Area,09:01 - 09:30,>=19,university,49
2011,Male,truck,Aggregate Rural Area,After 09:30,>=15,junior-cert,2573
2011,Male,truck,Aggregate Rural Area,After 09:30,5 to 12,primary-school,1
2011,Male,truck,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,1
2011,Male,truck,Aggregate Rural Area,After 09:30,>=19,university,21
2011,Male,truck,Aggregate Rural Area,na,>=15,junior-cert,677
2011,Male,truck,Aggregate Rural Area,na,5 to 12,primary-school,4
2011,Male,truck,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Rural Area,na,>=19,university,11
2011,Male,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,853
2011,Male,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Town Area,Before 06:30,>=19,university,1
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,521
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,1
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,525
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,1
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,604
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,7
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,1
2011,Male,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,4
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,367
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,15
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,7
2011,Male,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,4
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,229
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,15
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,7
2011,Male,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,8
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,109
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,9
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,3
2011,Male,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,5
2011,Male,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,221
2011,Male,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Town Area,After 09:30,>=19,university,3
2011,Male,truck,Aggregate Town Area,na,>=15,junior-cert,118
2011,Male,truck,Aggregate Town Area,na,5 to 12,primary-school,5
2011,Male,truck,Aggregate Town Area,na,13 to 18,leaving-cert,2
2011,Male,truck,Aggregate Town Area,na,>=19,university,5
2011,Male,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,2198
2011,Male,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Male,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,1
2011,Male,truck,Aggregate Rural Area,Before 06:30,>=19,university,0
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,1711
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2011,Male,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,2
2011,Male,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1757
