year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2016,Male,walking,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,1002
2016,Male,walking,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,5262
2016,Male,walking,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,405
2016,Male,walking,Aggregate Rural Area,09:01 - 09:30,>=19,university,809
2016,Male,walking,Aggregate Rural Area,After 09:30,>=15,junior-cert,1679
2016,Male,walking,Aggregate Rural Area,After 09:30,5 to 12,primary-school,34
2016,Male,walking,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,93
2016,Male,walking,Aggregate Rural Area,After 09:30,>=19,university,964
2016,Male,walking,Aggregate Rural Area,na,>=15,junior-cert,421
2016,Male,walking,Aggregate Rural Area,na,5 to 12,primary-school,99
2016,Male,walking,Aggregate Rural Area,na,13 to 18,leaving-cert,42
2016,Male,walking,Aggregate Rural Area,na,>=19,university,47
2016,Male,bike,Aggregate Town Area,Before 06:30,>=15,junior-cert,3613
2016,Male,bike,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,bike,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,6
2016,Male,bike,Aggregate Town Area,Before 06:30,>=19,university,80
2016,Male,bike,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,3567
2016,Male,bike,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,9
2016,Male,bike,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,16
2016,Male,bike,Aggregate Town Area,06:30 - 07:00,>=19,university,132
2016,Male,bike,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,4231
2016,Male,bike,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,24
2016,Male,bike,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,93
2016,Male,bike,Aggregate Town Area,07:01 - 07:30,>=19,university,188
2016,Male,bike,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,6431
2016,Male,bike,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,175
2016,Male,bike,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,904
2016,Male,bike,Aggregate Town Area,07:31 - 08:00,>=19,university,480
2016,Male,bike,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,7573
2016,Male,bike,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,1645
2016,Male,bike,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,3346
2016,Male,bike,Aggregate Town Area,08:01 - 08:30,>=19,university,1267
2016,Male,bike,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,5955
2016,Male,bike,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,2054
2016,Male,bike,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,1730
2016,Male,bike,Aggregate Town Area,08:31 - 09:00,>=19,university,1899
2016,Male,bike,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,2232
2016,Male,bike,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,227
2016,Male,bike,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,70
2016,Male,bike,Aggregate Town Area,09:01 - 09:30,>=19,university,823
2016,Male,bike,Aggregate Town Area,After 09:30,>=15,junior-cert,4606
2016,Male,bike,Aggregate Town Area,After 09:30,5 to 12,primary-school,1
2016,Male,bike,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,44
2016,Male,bike,Aggregate Town Area,After 09:30,>=19,university,1448
2016,Male,bike,Aggregate Town Area,na,>=15,junior-cert,465
2016,Male,bike,Aggregate Town Area,na,5 to 12,primary-school,30
2016,Male,bike,Aggregate Town Area,na,13 to 18,leaving-cert,39
2016,Male,bike,Aggregate Town Area,na,>=19,university,65
2016,Male,bike,Aggregate Rural Area,Before 06:30,>=15,junior-cert,300
2016,Male,bike,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Male,bike,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,1
2016,Male,bike,Aggregate Rural Area,Before 06:30,>=19,university,9
2016,Male,bike,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,311
2016,Male,bike,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,bike,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,2
2016,Male,bike,Aggregate Rural Area,06:30 - 07:00,>=19,university,17
2016,Male,bike,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,340
2016,Male,bike,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,4
2016,Male,bike,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,9
2016,Male,bike,Aggregate Rural Area,07:01 - 07:30,>=19,university,40
2016,Male,bike,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,511
2016,Male,bike,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,4
2016,Male,bike,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,45
2016,Male,bike,Aggregate Rural Area,07:31 - 08:00,>=19,university,75
2016,Male,bike,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,389
2016,Male,bike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,62
2016,Male,bike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,124
2016,Male,bike,Aggregate Rural Area,08:01 - 08:30,>=19,university,180
2016,Male,bike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,311
2016,Male,bike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,336
2016,Male,bike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,120
2016,Male,bike,Aggregate Rural Area,08:31 - 09:00,>=19,university,366
2016,Male,bike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,166
2016,Male,bike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,281
2016,Male,bike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,25
2016,Male,bike,Aggregate Rural Area,09:01 - 09:30,>=19,university,111
2016,Male,bike,Aggregate Rural Area,After 09:30,>=15,junior-cert,283
2016,Male,bike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,bike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,9
2016,Male,bike,Aggregate Rural Area,After 09:30,>=19,university,132
2016,Male,bike,Aggregate Rural Area,na,>=15,junior-cert,57
2016,Male,bike,Aggregate Rural Area,na,5 to 12,primary-school,6
2016,Male,bike,Aggregate Rural Area,na,13 to 18,leaving-cert,5
2016,Male,bike,Aggregate Rural Area,na,>=19,university,11
2016,Male,bus,Aggregate Town Area,Before 06:30,>=15,junior-cert,5172
2016,Male,bus,Aggregate Town Area,Before 06:30,5 to 12,primary-school,12
2016,Male,bus,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,60
2016,Male,bus,Aggregate Town Area,Before 06:30,>=19,university,280
2016,Male,bus,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,7061
2016,Male,bus,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,90
2016,Male,bus,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,488
2016,Male,bus,Aggregate Town Area,06:30 - 07:00,>=19,university,1110
2016,Male,bus,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,7868
2016,Male,bus,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,452
2016,Male,bus,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,2531
2016,Male,bus,Aggregate Town Area,07:01 - 07:30,>=19,university,2276
2016,Male,bus,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,8148
2016,Male,bus,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,1887
2016,Male,bus,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,7396
2016,Male,bus,Aggregate Town Area,07:31 - 08:00,>=19,university,3665
2016,Male,bus,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,6023
2016,Male,bus,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,4611
2016,Male,bus,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,5797
2016,Male,bus,Aggregate Town Area,08:01 - 08:30,>=19,university,3849
2016,Male,bus,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,3067
2016,Male,bus,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,3222
2016,Male,bus,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,1181
2016,Male,bus,Aggregate Town Area,08:31 - 09:00,>=19,university,2133
2016,Male,bus,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,1839
2016,Male,bus,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,699
2016,Male,bus,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,280
2016,Male,bus,Aggregate Town Area,09:01 - 09:30,>=19,university,1329
2016,Male,bus,Aggregate Town Area,After 09:30,>=15,junior-cert,6104
2016,Male,bus,Aggregate Town Area,After 09:30,5 to 12,primary-school,17
2016,Male,bus,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,156
2016,Male,bus,Aggregate Town Area,After 09:30,>=19,university,2252
2016,Male,bus,Aggregate Town Area,na,>=15,junior-cert,692
2016,Male,bus,Aggregate Town Area,na,5 to 12,primary-school,108
2016,Male,bus,Aggregate Town Area,na,13 to 18,leaving-cert,93
2016,Male,bus,Aggregate Town Area,na,>=19,university,155
2016,Male,bus,Aggregate Rural Area,Before 06:30,>=15,junior-cert,526
2016,Male,bus,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,5
2016,Male,bus,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,30
2016,Male,bus,Aggregate Rural Area,Before 06:30,>=19,university,120
2016,Male,bus,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,682
2016,Male,bus,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,22
2016,Male,bus,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,246
2016,Male,bus,Aggregate Rural Area,06:30 - 07:00,>=19,university,450
2016,Male,bus,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,723
2016,Male,bus,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,196
2016,Male,bus,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,2339
2016,Male,bus,Aggregate Rural Area,07:01 - 07:30,>=19,university,772
2016,Male,bus,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,700
2016,Male,bus,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,881
2016,Male,bus,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,14339
2016,Male,bus,Aggregate Rural Area,07:31 - 08:00,>=19,university,1122
2016,Male,bus,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,423
2016,Male,bus,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,3402
2016,Male,bus,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,12844
2016,Male,bus,Aggregate Rural Area,08:01 - 08:30,>=19,university,989
2016,Male,bus,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,222
2016,Male,bus,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,9799
2016,Male,bus,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,1846
2016,Male,bus,Aggregate Rural Area,08:31 - 09:00,>=19,university,488
2016,Male,bus,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,135
2016,Male,bus,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,3921
2016,Male,bus,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,163
2016,Male,bus,Aggregate Rural Area,09:01 - 09:30,>=19,university,187
2016,Male,bus,Aggregate Rural Area,After 09:30,>=15,junior-cert,332
2016,Male,bus,Aggregate Rural Area,After 09:30,5 to 12,primary-school,5
2016,Male,bus,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,50
2016,Male,bus,Aggregate Rural Area,After 09:30,>=19,university,219
2016,Male,bus,Aggregate Rural Area,na,>=15,junior-cert,71
2016,Male,bus,Aggregate Rural Area,na,5 to 12,primary-school,81
2016,Male,bus,Aggregate Rural Area,na,13 to 18,leaving-cert,95
2016,Male,bus,Aggregate Rural Area,na,>=19,university,45
2016,Male,train,Aggregate Town Area,Before 06:30,>=15,junior-cert,2424
2016,Male,train,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,train,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,18
2016,Male,train,Aggregate Town Area,Before 06:30,>=19,university,106
2016,Male,train,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,3833
2016,Male,train,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,10
2016,Male,train,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,113
2016,Male,train,Aggregate Town Area,06:30 - 07:00,>=19,university,329
2016,Male,train,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,5283
2016,Male,train,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,42
2016,Male,train,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,600
2016,Male,train,Aggregate Town Area,07:01 - 07:30,>=19,university,625
2016,Male,train,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,7225
2016,Male,train,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,125
2016,Male,train,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,1159
2016,Male,train,Aggregate Town Area,07:31 - 08:00,>=19,university,1104
2016,Male,train,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,6068
2016,Male,train,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,142
2016,Male,train,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,558
2016,Male,train,Aggregate Town Area,08:01 - 08:30,>=19,university,1326
2016,Male,train,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,2233
2016,Male,train,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,42
2016,Male,train,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,125
2016,Male,train,Aggregate Town Area,08:31 - 09:00,>=19,university,721
2016,Male,train,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,919
2016,Male,train,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,1
2016,Male,train,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,28
2016,Male,train,Aggregate Town Area,09:01 - 09:30,>=19,university,479
2016,Male,train,Aggregate Town Area,After 09:30,>=15,junior-cert,1852
2016,Male,train,Aggregate Town Area,After 09:30,5 to 12,primary-school,2
2016,Male,train,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,47
2016,Male,train,Aggregate Town Area,After 09:30,>=19,university,801
2016,Male,train,Aggregate Town Area,na,>=15,junior-cert,204
2016,Male,train,Aggregate Town Area,na,5 to 12,primary-school,4
2016,Male,train,Aggregate Town Area,na,13 to 18,leaving-cert,14
2016,Male,train,Aggregate Town Area,na,>=19,university,43
2016,Male,train,Aggregate Rural Area,Before 06:30,>=15,junior-cert,498
2016,Male,train,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,1
2016,Male,train,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,6
2016,Male,train,Aggregate Rural Area,Before 06:30,>=19,university,54
2016,Male,train,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,552
2016,Male,train,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,2
2016,Male,train,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,31
2016,Male,train,Aggregate Rural Area,06:30 - 07:00,>=19,university,101
2016,Male,train,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,528
2016,Male,train,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,train,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,85
2016,Male,train,Aggregate Rural Area,07:01 - 07:30,>=19,university,166
2016,Male,train,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,373
2016,Male,train,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,3
2016,Male,train,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,76
2016,Male,train,Aggregate Rural Area,07:31 - 08:00,>=19,university,220
2016,Male,train,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,166
2016,Male,train,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,1
2016,Male,train,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,28
2016,Male,train,Aggregate Rural Area,08:01 - 08:30,>=19,university,183
2016,Male,train,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,58
2016,Male,train,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,4
2016,Male,train,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,19
2016,Male,train,Aggregate Rural Area,08:31 - 09:00,>=19,university,103
2016,Male,train,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,18
2016,Male,train,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,2
2016,Male,train,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,9
2016,Male,train,Aggregate Rural Area,09:01 - 09:30,>=19,university,56
2016,Male,train,Aggregate Rural Area,After 09:30,>=15,junior-cert,55
2016,Male,train,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,train,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,13
2016,Male,train,Aggregate Rural Area,After 09:30,>=19,university,75
2016,Male,train,Aggregate Rural Area,na,>=15,junior-cert,18
2016,Male,train,Aggregate Rural Area,na,5 to 12,primary-school,2
2016,Male,train,Aggregate Rural Area,na,13 to 18,leaving-cert,4
2016,Male,train,Aggregate Rural Area,na,>=19,university,11
2016,Male,motorbike,Aggregate Town Area,Before 06:30,>=15,junior-cert,646
2016,Male,motorbike,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Town Area,Before 06:30,>=19,university,3
2016,Male,motorbike,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,582
2016,Male,motorbike,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Town Area,06:30 - 07:00,>=19,university,5
2016,Male,motorbike,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,742
2016,Male,motorbike,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,4
2016,Male,motorbike,Aggregate Town Area,07:01 - 07:30,>=19,university,9
2016,Male,motorbike,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,908
2016,Male,motorbike,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,7
2016,Male,motorbike,Aggregate Town Area,07:31 - 08:00,>=19,university,46
2016,Male,motorbike,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,978
2016,Male,motorbike,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,23
2016,Male,motorbike,Aggregate Town Area,08:01 - 08:30,>=19,university,48
2016,Male,motorbike,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,718
2016,Male,motorbike,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,17
2016,Male,motorbike,Aggregate Town Area,08:31 - 09:00,>=19,university,89
2016,Male,motorbike,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,317
2016,Male,motorbike,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Town Area,09:01 - 09:30,>=19,university,26
2016,Male,motorbike,Aggregate Town Area,After 09:30,>=15,junior-cert,613
2016,Male,motorbike,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,2
2016,Male,motorbike,Aggregate Town Area,After 09:30,>=19,university,39
2016,Male,motorbike,Aggregate Town Area,na,>=15,junior-cert,67
2016,Male,motorbike,Aggregate Town Area,na,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Town Area,na,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Town Area,na,>=19,university,2
2016,Male,motorbike,Aggregate Rural Area,Before 06:30,>=15,junior-cert,149
2016,Male,motorbike,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Rural Area,Before 06:30,>=19,university,2
2016,Male,motorbike,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,142
2016,Male,motorbike,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Rural Area,06:30 - 07:00,>=19,university,2
2016,Male,motorbike,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,172
2016,Male,motorbike,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,1
2016,Male,motorbike,Aggregate Rural Area,07:01 - 07:30,>=19,university,11
2016,Male,motorbike,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,223
2016,Male,motorbike,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,7
2016,Male,motorbike,Aggregate Rural Area,07:31 - 08:00,>=19,university,9
2016,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,175
2016,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,20
2016,Male,motorbike,Aggregate Rural Area,08:01 - 08:30,>=19,university,17
2016,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,127
2016,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,15
2016,Male,motorbike,Aggregate Rural Area,08:31 - 09:00,>=19,university,16
2016,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,51
2016,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,1
2016,Male,motorbike,Aggregate Rural Area,09:01 - 09:30,>=19,university,8
2016,Male,motorbike,Aggregate Rural Area,After 09:30,>=15,junior-cert,112
2016,Male,motorbike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Rural Area,After 09:30,>=19,university,4
2016,Male,motorbike,Aggregate Rural Area,na,>=15,junior-cert,18
2016,Male,motorbike,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Male,motorbike,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2016,Male,motorbike,Aggregate Rural Area,na,>=19,university,0
2016,Male,car,Aggregate Town Area,Before 06:30,>=15,junior-cert,47615
2016,Male,car,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,2
2016,Male,car,Aggregate Town Area,Before 06:30,>=19,university,175
2016,Male,car,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,46335
2016,Male,car,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,16
2016,Male,car,Aggregate Town Area,06:30 - 07:00,>=19,university,481
2016,Male,car,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,47920
2016,Male,car,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,44
2016,Male,car,Aggregate Town Area,07:01 - 07:30,>=19,university,885
2016,Male,car,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,60142
2016,Male,car,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,121
2016,Male,car,Aggregate Town Area,07:31 - 08:00,>=19,university,1744
2016,Male,car,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,50725
2016,Male,car,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,396
2016,Male,car,Aggregate Town Area,08:01 - 08:30,>=19,university,2692
2016,Male,car,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,34441
2016,Male,car,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,287
2016,Male,car,Aggregate Town Area,08:31 - 09:00,>=19,university,2434
2016,Male,car,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,14041
2016,Male,car,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,37
2016,Male,car,Aggregate Town Area,09:01 - 09:30,>=19,university,1001
2016,Male,car,Aggregate Town Area,After 09:30,>=15,junior-cert,38114
2016,Male,car,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,32
2016,Male,car,Aggregate Town Area,After 09:30,>=19,university,1459
2016,Male,car,Aggregate Town Area,na,>=15,junior-cert,4684
2016,Male,car,Aggregate Town Area,na,5 to 12,primary-school,0
2016,Male,car,Aggregate Town Area,na,13 to 18,leaving-cert,8
2016,Male,car,Aggregate Town Area,na,>=19,university,107
2016,Male,car,Aggregate Rural Area,Before 06:30,>=15,junior-cert,28860
2016,Male,car,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,17
2016,Male,car,Aggregate Rural Area,Before 06:30,>=19,university,213
2016,Male,car,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,29164
2016,Male,car,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,34
2016,Male,car,Aggregate Rural Area,06:30 - 07:00,>=19,university,586
2016,Male,car,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,32479
2016,Male,car,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Male,car,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,86
2016,Male,car,Aggregate Rural Area,07:01 - 07:30,>=19,university,1051
