year,sex,travelling_time,time_leaving_home,age,edu_level,value
2016,Female,½ hour - < ¾ hour,Before 06:30,13 to 18,leaving-cert,45
2016,Female,½ hour - < ¾ hour,Before 06:30,>=19,university,163
2016,Female,½ hour - < ¾ hour,06:30 - 07:00,>=15,junior-cert,16520
2016,Female,½ hour - < ¾ hour,06:30 - 07:00,5 to 12,primary-school,103
2016,Female,½ hour - < ¾ hour,06:30 - 07:00,13 to 18,leaving-cert,313
2016,Female,½ hour - < ¾ hour,06:30 - 07:00,>=19,university,640
2016,Female,½ hour - < ¾ hour,07:01 - 07:30,>=15,junior-cert,26962
2016,Female,½ hour - < ¾ hour,07:01 - 07:30,5 to 12,primary-school,567
2016,Female,½ hour - < ¾ hour,07:01 - 07:30,13 to 18,leaving-cert,2818
2016,Female,½ hour - < ¾ hour,07:01 - 07:30,>=19,university,1476
2016,Female,½ hour - < ¾ hour,07:31 - 08:00,>=15,junior-cert,36551
2016,Female,½ hour - < ¾ hour,07:31 - 08:00,5 to 12,primary-school,2364
2016,Female,½ hour - < ¾ hour,07:31 - 08:00,13 to 18,leaving-cert,12130
2016,Female,½ hour - < ¾ hour,07:31 - 08:00,>=19,university,3958
2016,Female,½ hour - < ¾ hour,08:01 - 08:30,>=15,junior-cert,48374
2016,Female,½ hour - < ¾ hour,08:01 - 08:30,5 to 12,primary-school,5617
2016,Female,½ hour - < ¾ hour,08:01 - 08:30,13 to 18,leaving-cert,8735
2016,Female,½ hour - < ¾ hour,08:01 - 08:30,>=19,university,6521
2016,Female,½ hour - < ¾ hour,08:31 - 09:00,>=15,junior-cert,21412
2016,Female,½ hour - < ¾ hour,08:31 - 09:00,5 to 12,primary-school,2717
2016,Female,½ hour - < ¾ hour,08:31 - 09:00,13 to 18,leaving-cert,1186
2016,Female,½ hour - < ¾ hour,08:31 - 09:00,>=19,university,3504
2016,Female,½ hour - < ¾ hour,09:01 - 09:30,>=15,junior-cert,8986
2016,Female,½ hour - < ¾ hour,09:01 - 09:30,5 to 12,primary-school,199
2016,Female,½ hour - < ¾ hour,09:01 - 09:30,13 to 18,leaving-cert,197
2016,Female,½ hour - < ¾ hour,09:01 - 09:30,>=19,university,1689
2016,Female,½ hour - < ¾ hour,After 09:30,>=15,junior-cert,14559
2016,Female,½ hour - < ¾ hour,After 09:30,5 to 12,primary-school,5
2016,Female,½ hour - < ¾ hour,After 09:30,13 to 18,leaving-cert,164
2016,Female,½ hour - < ¾ hour,After 09:30,>=19,university,2259
2016,Female,¾ hour - < 1 hour,Before 06:30,>=15,junior-cert,4311
2016,Female,¾ hour - < 1 hour,Before 06:30,5 to 12,primary-school,10
2016,Female,¾ hour - < 1 hour,Before 06:30,13 to 18,leaving-cert,18
2016,Female,¾ hour - < 1 hour,Before 06:30,>=19,university,92
2016,Female,¾ hour - < 1 hour,06:30 - 07:00,>=15,junior-cert,8459
2016,Female,¾ hour - < 1 hour,06:30 - 07:00,5 to 12,primary-school,56
2016,Female,¾ hour - < 1 hour,06:30 - 07:00,13 to 18,leaving-cert,165
2016,Female,¾ hour - < 1 hour,06:30 - 07:00,>=19,university,431
2016,Female,¾ hour - < 1 hour,07:01 - 07:30,>=15,junior-cert,12479
2016,Female,¾ hour - < 1 hour,07:01 - 07:30,5 to 12,primary-school,197
2016,Female,¾ hour - < 1 hour,07:01 - 07:30,13 to 18,leaving-cert,1147
2016,Female,¾ hour - < 1 hour,07:01 - 07:30,>=19,university,1177
2016,Female,¾ hour - < 1 hour,07:31 - 08:00,>=15,junior-cert,17289
2016,Female,¾ hour - < 1 hour,07:31 - 08:00,5 to 12,primary-school,544
2016,Female,¾ hour - < 1 hour,07:31 - 08:00,13 to 18,leaving-cert,2596
2016,Female,¾ hour - < 1 hour,07:31 - 08:00,>=19,university,2545
2016,Female,¾ hour - < 1 hour,08:01 - 08:30,>=15,junior-cert,14514
2016,Female,¾ hour - < 1 hour,08:01 - 08:30,5 to 12,primary-school,674
2016,Female,¾ hour - < 1 hour,08:01 - 08:30,13 to 18,leaving-cert,1060
2016,Female,¾ hour - < 1 hour,08:01 - 08:30,>=19,university,2064
2016,Female,¾ hour - < 1 hour,08:31 - 09:00,>=15,junior-cert,4439
2016,Female,¾ hour - < 1 hour,08:31 - 09:00,5 to 12,primary-school,195
2016,Female,¾ hour - < 1 hour,08:31 - 09:00,13 to 18,leaving-cert,118
2016,Female,¾ hour - < 1 hour,08:31 - 09:00,>=19,university,869
2016,Female,¾ hour - < 1 hour,09:01 - 09:30,>=15,junior-cert,1837
2016,Female,¾ hour - < 1 hour,09:01 - 09:30,5 to 12,primary-school,42
2016,Female,¾ hour - < 1 hour,09:01 - 09:30,13 to 18,leaving-cert,41
2016,Female,¾ hour - < 1 hour,09:01 - 09:30,>=19,university,505
2016,Female,¾ hour - < 1 hour,After 09:30,>=15,junior-cert,3723
2016,Female,¾ hour - < 1 hour,After 09:30,5 to 12,primary-school,2
2016,Female,¾ hour - < 1 hour,After 09:30,13 to 18,leaving-cert,59
2016,Female,¾ hour - < 1 hour,After 09:30,>=19,university,711
2016,Female,1 hour - < 1½ hours,Before 06:30,>=15,junior-cert,5802
2016,Female,1 hour - < 1½ hours,Before 06:30,5 to 12,primary-school,25
2016,Female,1 hour - < 1½ hours,Before 06:30,13 to 18,leaving-cert,40
2016,Female,1 hour - < 1½ hours,Before 06:30,>=19,university,302
2016,Female,1 hour - < 1½ hours,06:30 - 07:00,>=15,junior-cert,10552
2016,Female,1 hour - < 1½ hours,06:30 - 07:00,5 to 12,primary-school,78
2016,Female,1 hour - < 1½ hours,06:30 - 07:00,13 to 18,leaving-cert,367
2016,Female,1 hour - < 1½ hours,06:30 - 07:00,>=19,university,1162
2016,Female,1 hour - < 1½ hours,07:01 - 07:30,>=15,junior-cert,13109
2016,Female,1 hour - < 1½ hours,07:01 - 07:30,5 to 12,primary-school,187
2016,Female,1 hour - < 1½ hours,07:01 - 07:30,13 to 18,leaving-cert,1154
2016,Female,1 hour - < 1½ hours,07:01 - 07:30,>=19,university,2489
2016,Female,1 hour - < 1½ hours,07:31 - 08:00,>=15,junior-cert,14902
2016,Female,1 hour - < 1½ hours,07:31 - 08:00,5 to 12,primary-school,399
2016,Female,1 hour - < 1½ hours,07:31 - 08:00,13 to 18,leaving-cert,1416
2016,Female,1 hour - < 1½ hours,07:31 - 08:00,>=19,university,3168
2016,Female,1 hour - < 1½ hours,08:01 - 08:30,>=15,junior-cert,7518
2016,Female,1 hour - < 1½ hours,08:01 - 08:30,5 to 12,primary-school,305
2016,Female,1 hour - < 1½ hours,08:01 - 08:30,13 to 18,leaving-cert,497
2016,Female,1 hour - < 1½ hours,08:01 - 08:30,>=19,university,1858
2016,Female,1 hour - < 1½ hours,08:31 - 09:00,>=15,junior-cert,2889
2016,Female,1 hour - < 1½ hours,08:31 - 09:00,5 to 12,primary-school,220
2016,Female,1 hour - < 1½ hours,08:31 - 09:00,13 to 18,leaving-cert,168
2016,Female,1 hour - < 1½ hours,08:31 - 09:00,>=19,university,843
2016,Female,1 hour - < 1½ hours,09:01 - 09:30,>=15,junior-cert,1306
2016,Female,1 hour - < 1½ hours,09:01 - 09:30,5 to 12,primary-school,58
2016,Female,1 hour - < 1½ hours,09:01 - 09:30,13 to 18,leaving-cert,35
2016,Female,1 hour - < 1½ hours,09:01 - 09:30,>=19,university,446
2016,Female,1 hour - < 1½ hours,After 09:30,>=15,junior-cert,3046
2016,Female,1 hour - < 1½ hours,After 09:30,5 to 12,primary-school,3
2016,Female,1 hour - < 1½ hours,After 09:30,13 to 18,leaving-cert,61
2016,Female,1 hour - < 1½ hours,After 09:30,>=19,university,812
2016,Female,1½ hours and over,Before 06:30,>=15,junior-cert,3979
2016,Female,1½ hours and over,Before 06:30,5 to 12,primary-school,8
2016,Female,1½ hours and over,Before 06:30,13 to 18,leaving-cert,78
2016,Female,1½ hours and over,Before 06:30,>=19,university,592
2016,Female,1½ hours and over,06:30 - 07:00,>=15,junior-cert,4432
2016,Female,1½ hours and over,06:30 - 07:00,5 to 12,primary-school,30
2016,Female,1½ hours and over,06:30 - 07:00,13 to 18,leaving-cert,244
2016,Female,1½ hours and over,06:30 - 07:00,>=19,university,1428
2016,Female,1½ hours and over,07:01 - 07:30,>=15,junior-cert,3761
2016,Female,1½ hours and over,07:01 - 07:30,5 to 12,primary-school,81
2016,Female,1½ hours and over,07:01 - 07:30,13 to 18,leaving-cert,325
2016,Female,1½ hours and over,07:01 - 07:30,>=19,university,1537
2016,Female,1½ hours and over,07:31 - 08:00,>=15,junior-cert,2355
2016,Female,1½ hours and over,07:31 - 08:00,5 to 12,primary-school,59
2016,Female,1½ hours and over,07:31 - 08:00,13 to 18,leaving-cert,198
2016,Female,1½ hours and over,07:31 - 08:00,>=19,university,980
2016,Female,1½ hours and over,08:01 - 08:30,>=15,junior-cert,1239
2016,Female,1½ hours and over,08:01 - 08:30,5 to 12,primary-school,54
2016,Female,1½ hours and over,08:01 - 08:30,13 to 18,leaving-cert,137
2016,Female,1½ hours and over,08:01 - 08:30,>=19,university,618
2016,Female,1½ hours and over,08:31 - 09:00,>=15,junior-cert,555
2016,Female,1½ hours and over,08:31 - 09:00,5 to 12,primary-school,85
2016,Female,1½ hours and over,08:31 - 09:00,13 to 18,leaving-cert,47
2016,Female,1½ hours and over,08:31 - 09:00,>=19,university,393
2016,Female,1½ hours and over,09:01 - 09:30,>=15,junior-cert,245
2016,Female,1½ hours and over,09:01 - 09:30,5 to 12,primary-school,26
2016,Female,1½ hours and over,09:01 - 09:30,13 to 18,leaving-cert,21
2016,Female,1½ hours and over,09:01 - 09:30,>=19,university,183
2016,Female,1½ hours and over,After 09:30,>=15,junior-cert,962
2016,Female,1½ hours and over,After 09:30,5 to 12,primary-school,2
2016,Female,1½ hours and over,After 09:30,13 to 18,leaving-cert,60
2016,Female,1½ hours and over,After 09:30,>=19,university,445
2016,Female,na,Before 06:30,>=15,junior-cert,1170
2016,Female,na,Before 06:30,5 to 12,primary-school,22
2016,Female,na,Before 06:30,13 to 18,leaving-cert,23
2016,Female,na,Before 06:30,>=19,university,48
2016,Female,na,06:30 - 07:00,>=15,junior-cert,1654
2016,Female,na,06:30 - 07:00,5 to 12,primary-school,47
2016,Female,na,06:30 - 07:00,13 to 18,leaving-cert,62
2016,Female,na,06:30 - 07:00,>=19,university,164
2016,Female,na,07:01 - 07:30,>=15,junior-cert,1808
2016,Female,na,07:01 - 07:30,5 to 12,primary-school,122
2016,Female,na,07:01 - 07:30,13 to 18,leaving-cert,254
2016,Female,na,07:01 - 07:30,>=19,university,240
2016,Female,na,07:31 - 08:00,>=15,junior-cert,2559
2016,Female,na,07:31 - 08:00,5 to 12,primary-school,368
2016,Female,na,07:31 - 08:00,13 to 18,leaving-cert,902
2016,Female,na,07:31 - 08:00,>=19,university,365
2016,Female,na,08:01 - 08:30,>=15,junior-cert,2822
2016,Female,na,08:01 - 08:30,5 to 12,primary-school,1644
2016,Female,na,08:01 - 08:30,13 to 18,leaving-cert,1579
2016,Female,na,08:01 - 08:30,>=19,university,544
2016,Female,na,08:31 - 09:00,>=15,junior-cert,2283
2016,Female,na,08:31 - 09:00,5 to 12,primary-school,2870
2016,Female,na,08:31 - 09:00,13 to 18,leaving-cert,953
2016,Female,na,08:31 - 09:00,>=19,university,568
2016,Female,na,09:01 - 09:30,>=15,junior-cert,1385
2016,Female,na,09:01 - 09:30,5 to 12,primary-school,1036
2016,Female,na,09:01 - 09:30,13 to 18,leaving-cert,105
2016,Female,na,09:01 - 09:30,>=19,university,231
2016,Female,na,After 09:30,>=15,junior-cert,2566
2016,Female,na,After 09:30,5 to 12,primary-school,22
2016,Female,na,After 09:30,13 to 18,leaving-cert,27
2016,Female,na,After 09:30,>=19,university,196
