year,sex,home,travelling_time,age_range,edu_status,value
2011,Female,Wexford,0.375,15-66,working,3560
2011,Female,Wexford,0.375,5-12,at primary school,286
2011,Female,Wexford,0.375,13-18,at secondary school,892
2011,Female,Wexford,0.375,19-66,at university,368
2011,Female,Wexford,0.525,15-66,working,1050
2011,Female,Wexford,0.525,5-12,at primary school,40
2011,Female,Wexford,0.525,13-18,at secondary school,170
2011,Female,Wexford,0.525,19-66,at university,150
2011,Female,Wexford,1.25,15-66,working,973
2011,Female,Wexford,1.25,5-12,at primary school,33
2011,Female,Wexford,1.25,13-18,at secondary school,122
2011,Female,Wexford,1.25,19-66,at university,220
2011,Female,Wexford,1.3,15-66,working,569
2011,Female,Wexford,1.3,5-12,at primary school,22
2011,Female,Wexford,1.3,13-18,at secondary school,39
2011,Female,Wexford,1.3,19-66,at university,159
2011,Female,Wicklow,0.125,15-66,working,5831
2011,Female,Wicklow,0.125,5-12,at primary school,5107
2011,Female,Wicklow,0.125,13-18,at secondary school,1762
2011,Female,Wicklow,0.125,19-66,at university,366
2011,Female,Wicklow,0.275,15-66,working,6005
2011,Female,Wicklow,0.275,5-12,at primary school,1831
2011,Female,Wicklow,0.275,13-18,at secondary school,1533
2011,Female,Wicklow,0.275,19-66,at university,437
2011,Female,Wicklow,0.375,15-66,working,4772
2011,Female,Wicklow,0.375,5-12,at primary school,329
2011,Female,Wicklow,0.375,13-18,at secondary school,848
2011,Female,Wicklow,0.375,19-66,at university,511
2011,Female,Wicklow,0.525,15-66,working,2245
2011,Female,Wicklow,0.525,5-12,at primary school,72
2011,Female,Wicklow,0.525,13-18,at secondary school,277
2011,Female,Wicklow,0.525,19-66,at university,319
2011,Female,Wicklow,1.25,15-66,working,2586
2011,Female,Wicklow,1.25,5-12,at primary school,58
2011,Female,Wicklow,1.25,13-18,at secondary school,214
2011,Female,Wicklow,1.25,19-66,at university,612
2011,Female,Wicklow,1.3,15-66,working,787
2011,Female,Wicklow,1.3,5-12,at primary school,6
2011,Female,Wicklow,1.3,13-18,at secondary school,63
2011,Female,Wicklow,1.3,19-66,at university,318
2011,Female,Clare,0.125,15-66,working,6653
2011,Female,Clare,0.125,5-12,at primary school,5162
2011,Female,Clare,0.125,13-18,at secondary school,1769
2011,Female,Clare,0.125,19-66,at university,679
2011,Female,Clare,0.275,15-66,working,6600
2011,Female,Clare,0.275,5-12,at primary school,1182
2011,Female,Clare,0.275,13-18,at secondary school,1611
2011,Female,Clare,0.275,19-66,at university,680
2011,Female,Clare,0.375,15-66,working,3724
2011,Female,Clare,0.375,5-12,at primary school,204
2011,Female,Clare,0.375,13-18,at secondary school,640
2011,Female,Clare,0.375,19-66,at university,426
2011,Female,Clare,0.525,15-66,working,1087
2011,Female,Clare,0.525,5-12,at primary school,29
2011,Female,Clare,0.525,13-18,at secondary school,135
2011,Female,Clare,0.525,19-66,at university,158
2011,Female,Clare,1.25,15-66,working,658
2011,Female,Clare,1.25,5-12,at primary school,23
2011,Female,Clare,1.25,13-18,at secondary school,80
2011,Female,Clare,1.25,19-66,at university,176
2011,Female,Clare,1.3,15-66,working,183
2011,Female,Clare,1.3,5-12,at primary school,7
2011,Female,Clare,1.3,13-18,at secondary school,24
2011,Female,Clare,1.3,19-66,at university,78
2011,Female,Cork City,0.125,15-66,working,6022
2011,Female,Cork City,0.125,5-12,at primary school,2828
2011,Female,Cork City,0.125,13-18,at secondary school,1601
2011,Female,Cork City,0.125,19-66,at university,1409
2011,Female,Cork City,0.275,15-66,working,8992
2011,Female,Cork City,0.275,5-12,at primary school,927
2011,Female,Cork City,0.275,13-18,at secondary school,1328
2011,Female,Cork City,0.275,19-66,at university,1640
2011,Female,Cork City,0.375,15-66,working,2970
2011,Female,Cork City,0.375,5-12,at primary school,142
2011,Female,Cork City,0.375,13-18,at secondary school,302
2011,Female,Cork City,0.375,19-66,at university,622
2011,Female,Cork City,0.525,15-66,working,457
2011,Female,Cork City,0.525,5-12,at primary school,16
2011,Female,Cork City,0.525,13-18,at secondary school,34
2011,Female,Cork City,0.525,19-66,at university,118
2011,Female,Cork City,1.25,15-66,working,280
2011,Female,Cork City,1.25,5-12,at primary school,8
2011,Female,Cork City,1.25,13-18,at secondary school,23
2011,Female,Cork City,1.25,19-66,at university,77
2011,Female,Cork City,1.3,15-66,working,125
2011,Female,Cork City,1.3,5-12,at primary school,2
2011,Female,Cork City,1.3,13-18,at secondary school,8
2011,Female,Cork City,1.3,19-66,at university,21
2011,Female,Cork County,0.125,15-66,working,18967
2011,Female,Cork County,0.125,5-12,at primary school,15549
2011,Female,Cork County,0.125,13-18,at secondary school,5616
2011,Female,Cork County,0.125,19-66,at university,1592
2011,Female,Cork County,0.275,15-66,working,24131
2011,Female,Cork County,0.275,5-12,at primary school,4843
2011,Female,Cork County,0.275,13-18,at secondary school,5605
2011,Female,Cork County,0.275,19-66,at university,2158
2011,Female,Cork County,0.375,15-66,working,15923
2011,Female,Cork County,0.375,5-12,at primary school,1141
2011,Female,Cork County,0.375,13-18,at secondary school,2376
2011,Female,Cork County,0.375,19-66,at university,1841
2011,Female,Cork County,0.525,15-66,working,5352
2011,Female,Cork County,0.525,5-12,at primary school,188
2011,Female,Cork County,0.525,13-18,at secondary school,431
2011,Female,Cork County,0.525,19-66,at university,737
2011,Female,Cork County,1.25,15-66,working,3036
2011,Female,Cork County,1.25,5-12,at primary school,71
2011,Female,Cork County,1.25,13-18,at secondary school,230
2011,Female,Cork County,1.25,19-66,at university,708
2011,Female,Cork County,1.3,15-66,working,646
2011,Female,Cork County,1.3,5-12,at primary school,28
2011,Female,Cork County,1.3,13-18,at secondary school,42
2011,Female,Cork County,1.3,19-66,at university,212
2011,Female,Kerry,0.125,15-66,working,9082
2011,Female,Kerry,0.125,5-12,at primary school,5214
2011,Female,Kerry,0.125,13-18,at secondary school,2278
2011,Female,Kerry,0.125,19-66,at university,936
2011,Female,Kerry,0.275,15-66,working,7770
2011,Female,Kerry,0.275,5-12,at primary school,1537
2011,Female,Kerry,0.275,13-18,at secondary school,1894
2011,Female,Kerry,0.275,19-66,at university,825
2011,Female,Kerry,0.375,15-66,working,3779
2011,Female,Kerry,0.375,5-12,at primary school,269
2011,Female,Kerry,0.375,13-18,at secondary school,733
2011,Female,Kerry,0.375,19-66,at university,499
2011,Female,Kerry,0.525,15-66,working,878
2011,Female,Kerry,0.525,5-12,at primary school,29
2011,Female,Kerry,0.525,13-18,at secondary school,127
2011,Female,Kerry,0.525,19-66,at university,106
2011,Female,Kerry,1.25,15-66,working,606
2011,Female,Kerry,1.25,5-12,at primary school,15
2011,Female,Kerry,1.25,13-18,at secondary school,62
2011,Female,Kerry,1.25,19-66,at university,128
2011,Female,Kerry,1.3,15-66,working,279
2011,Female,Kerry,1.3,5-12,at primary school,10
2011,Female,Kerry,1.3,13-18,at secondary school,22
2011,Female,Kerry,1.3,19-66,at university,130
2011,Female,Limerick City and County,0.125,15-66,working,9081
2011,Female,Limerick City and County,0.125,5-12,at primary school,6678
2011,Female,Limerick City and County,0.125,13-18,at secondary school,2526
2011,Female,Limerick City and County,0.125,19-66,at university,1488
2011,Female,Limerick City and County,0.275,15-66,working,12096
2011,Female,Limerick City and County,0.275,5-12,at primary school,2094
2011,Female,Limerick City and County,0.275,13-18,at secondary school,2571
2011,Female,Limerick City and County,0.275,19-66,at university,1737
2011,Female,Limerick City and County,0.375,15-66,working,6023
2011,Female,Limerick City and County,0.375,5-12,at primary school,359
2011,Female,Limerick City and County,0.375,13-18,at secondary school,989
2011,Female,Limerick City and County,0.375,19-66,at university,803
2011,Female,Limerick City and County,0.525,15-66,working,1604
2011,Female,Limerick City and County,0.525,5-12,at primary school,45
2011,Female,Limerick City and County,0.525,13-18,at secondary school,139
2011,Female,Limerick City and County,0.525,19-66,at university,224
2011,Female,Limerick City and County,1.25,15-66,working,864
2011,Female,Limerick City and County,1.25,5-12,at primary school,16
2011,Female,Limerick City and County,1.25,13-18,at secondary school,72
2011,Female,Limerick City and County,1.25,19-66,at university,162
2011,Female,Limerick City and County,1.3,15-66,working,266
2011,Female,Limerick City and County,1.3,5-12,at primary school,8
2011,Female,Limerick City and County,1.3,13-18,at secondary school,18
2011,Female,Limerick City and County,1.3,19-66,at university,67
2011,Female,Tipperary,0.125,15-66,working,9616
2011,Female,Tipperary,0.125,5-12,at primary school,6369
2011,Female,Tipperary,0.125,13-18,at secondary school,2586
2011,Female,Tipperary,0.125,19-66,at university,949
2011,Female,Tipperary,0.275,15-66,working,8039
2011,Female,Tipperary,0.275,5-12,at primary school,1660
2011,Female,Tipperary,0.275,13-18,at secondary school,2078
2011,Female,Tipperary,0.275,19-66,at university,805
2011,Female,Tipperary,0.375,15-66,working,4333
2011,Female,Tipperary,0.375,5-12,at primary school,248
2011,Female,Tipperary,0.375,13-18,at secondary school,836
2011,Female,Tipperary,0.375,19-66,at university,430
2011,Female,Tipperary,0.525,15-66,working,1490
2011,Female,Tipperary,0.525,5-12,at primary school,31
2011,Female,Tipperary,0.525,13-18,at secondary school,162
2011,Female,Tipperary,0.525,19-66,at university,225
2011,Female,Tipperary,1.25,15-66,working,972
2011,Female,Tipperary,1.25,5-12,at primary school,24
2011,Female,Tipperary,1.25,13-18,at secondary school,98
2011,Female,Tipperary,1.25,19-66,at university,282
2011,Female,Tipperary,1.3,15-66,working,372
2011,Female,Tipperary,1.3,5-12,at primary school,6
2011,Female,Tipperary,1.3,13-18,at secondary school,15
2011,Female,Tipperary,1.3,19-66,at university,112
2011,Female,Waterford City and County,0.125,15-66,working,7097
2011,Female,Waterford City and County,0.125,5-12,at primary school,4157
2011,Female,Waterford City and County,0.125,13-18,at secondary school,1816
2011,Female,Waterford City and County,0.125,19-66,at university,875
2011,Female,Waterford City and County,0.275,15-66,working,7090
2011,Female,Waterford City and County,0.275,5-12,at primary school,1488
2011,Female,Waterford City and County,0.275,13-18,at secondary school,1525
2011,Female,Waterford City and County,0.275,19-66,at university,909
2011,Female,Waterford City and County,0.375,15-66,working,2428
2011,Female,Waterford City and County,0.375,5-12,at primary school,230
2011,Female,Waterford City and County,0.375,13-18,at secondary school,444
2011,Female,Waterford City and County,0.375,19-66,at university,347
2011,Female,Waterford City and County,0.525,15-66,working,755
2011,Female,Waterford City and County,0.525,5-12,at primary school,21
2011,Female,Waterford City and County,0.525,13-18,at secondary school,68
2011,Female,Waterford City and County,0.525,19-66,at university,103
2011,Female,Waterford City and County,1.25,15-66,working,548
2011,Female,Waterford City and County,1.25,5-12,at primary school,10
2011,Female,Waterford City and County,1.25,13-18,at secondary school,39
2011,Female,Waterford City and County,1.25,19-66,at university,111
2011,Female,Waterford City and County,1.3,15-66,working,137
2011,Female,Waterford City and County,1.3,5-12,at primary school,11
2011,Female,Waterford City and County,1.3,13-18,at secondary school,11
2011,Female,Waterford City and County,1.3,19-66,at university,48
2011,Female,Galway City,0.125,15-66,working,4990
2011,Female,Galway City,0.125,5-12,at primary school,1368
2011,Female,Galway City,0.125,13-18,at secondary school,498
2011,Female,Galway City,0.125,19-66,at university,1194
2011,Female,Galway City,0.275,15-66,working,6018
2011,Female,Galway City,0.275,5-12,at primary school,1097
2011,Female,Galway City,0.275,13-18,at secondary school,932
2011,Female,Galway City,0.275,19-66,at university,1350
2011,Female,Galway City,0.375,15-66,working,2302
2011,Female,Galway City,0.375,5-12,at primary school,295
2011,Female,Galway City,0.375,13-18,at secondary school,356
2011,Female,Galway City,0.375,19-66,at university,415
2011,Female,Galway City,0.525,15-66,working,436
2011,Female,Galway City,0.525,5-12,at primary school,45
2011,Female,Galway City,0.525,13-18,at secondary school,50
2011,Female,Galway City,0.525,19-66,at university,72
2011,Female,Galway City,1.25,15-66,working,309
2011,Female,Galway City,1.25,5-12,at primary school,12
2011,Female,Galway City,1.25,13-18,at secondary school,20
2011,Female,Galway City,1.25,19-66,at university,57
2011,Female,Galway City,1.3,15-66,working,114
2011,Female,Galway City,1.3,5-12,at primary school,5
2011,Female,Galway City,1.3,13-18,at secondary school,7
2011,Female,Galway City,1.3,19-66,at university,32
2011,Female,Galway County,0.125,15-66,working,7331
2011,Female,Galway County,0.125,5-12,at primary school,7550
2011,Female,Galway County,0.125,13-18,at secondary school,2387
2011,Female,Galway County,0.125,19-66,at university,752
2011,Female,Galway County,0.275,15-66,working,8848
2011,Female,Galway County,0.275,5-12,at primary school,1534
2011,Female,Galway County,0.275,13-18,at secondary school,2170
2011,Female,Galway County,0.275,19-66,at university,819
2011,Female,Galway County,0.375,15-66,working,7350
2011,Female,Galway County,0.375,5-12,at primary school,382
2011,Female,Galway County,0.375,13-18,at secondary school,1185
2011,Female,Galway County,0.375,19-66,at university,689
2011,Female,Galway County,0.525,15-66,working,2771
2011,Female,Galway County,0.525,5-12,at primary school,75
2011,Female,Galway County,0.525,13-18,at secondary school,306
2011,Female,Galway County,0.525,19-66,at university,327
2011,Female,Galway County,1.25,15-66,working,1826
2011,Female,Galway County,1.25,5-12,at primary school,36
2011,Female,Galway County,1.25,13-18,at secondary school,172
2011,Female,Galway County,1.25,19-66,at university,364
2011,Female,Galway County,1.3,15-66,working,415
2011,Female,Galway County,1.3,5-12,at primary school,12
2011,Female,Galway County,1.3,13-18,at secondary school,26
2011,Female,Galway County,1.3,19-66,at university,128
2011,Female,Leitrim,0.125,15-66,working,1682
2011,Female,Leitrim,0.125,5-12,at primary school,1217
2011,Female,Leitrim,0.125,13-18,at secondary school,519
2011,Female,Leitrim,0.125,19-66,at university,167
2011,Female,Leitrim,0.275,15-66,working,1738
2011,Female,Leitrim,0.275,5-12,at primary school,364
2011,Female,Leitrim,0.275,13-18,at secondary school,298
2011,Female,Leitrim,0.275,19-66,at university,164
2011,Female,Leitrim,0.375,15-66,working,1038
2011,Female,Leitrim,0.375,5-12,at primary school,65
2011,Female,Leitrim,0.375,13-18,at secondary school,155
2011,Female,Leitrim,0.375,19-66,at university,88
2011,Female,Leitrim,0.525,15-66,working,325
2011,Female,Leitrim,0.525,5-12,at primary school,9
2011,Female,Leitrim,0.525,13-18,at secondary school,54
2011,Female,Leitrim,0.525,19-66,at university,39
2011,Female,Leitrim,1.25,15-66,working,208
2011,Female,Leitrim,1.25,5-12,at primary school,6
2011,Female,Leitrim,1.25,13-18,at secondary school,33
2011,Female,Leitrim,1.25,19-66,at university,54
2011,Female,Leitrim,1.3,15-66,working,107
2011,Female,Leitrim,1.3,5-12,at primary school,3
2011,Female,Leitrim,1.3,13-18,at secondary school,4
2011,Female,Leitrim,1.3,19-66,at university,35
2011,Female,Mayo,0.125,15-66,working,8231
2011,Female,Mayo,0.125,5-12,at primary school,5286
2011,Female,Mayo,0.125,13-18,at secondary school,2266
2011,Female,Mayo,0.125,19-66,at university,962
2011,Female,Mayo,0.275,15-66,working,6733
2011,Female,Mayo,0.275,5-12,at primary school,1285
2011,Female,Mayo,0.275,13-18,at secondary school,1638
2011,Female,Mayo,0.275,19-66,at university,788
2011,Female,Mayo,0.375,15-66,working,3188
2011,Female,Mayo,0.375,5-12,at primary school,176
2011,Female,Mayo,0.375,13-18,at secondary school,610
2011,Female,Mayo,0.375,19-66,at university,320
2011,Female,Mayo,0.525,15-66,working,1026
2011,Female,Mayo,0.525,5-12,at primary school,34
2011,Female,Mayo,0.525,13-18,at secondary school,136
2011,Female,Mayo,0.525,19-66,at university,126
2011,Female,Mayo,1.25,15-66,working,860
2011,Female,Mayo,1.25,5-12,at primary school,20
2011,Female,Mayo,1.25,13-18,at secondary school,73
2011,Female,Mayo,1.25,19-66,at university,165
2011,Female,Mayo,1.3,15-66,working,249
2011,Female,Mayo,1.3,5-12,at primary school,7
2011,Female,Mayo,1.3,13-18,at secondary school,16
2011,Female,Mayo,1.3,19-66,at university,98
2011,Female,Roscommon,0.125,15-66,working,3319
2011,Female,Roscommon,0.125,5-12,at primary school,2625
2011,Female,Roscommon,0.125,13-18,at secondary school,1022
2011,Female,Roscommon,0.125,19-66,at university,354
2011,Female,Roscommon,0.275,15-66,working,3703
2011,Female,Roscommon,0.275,5-12,at primary school,638
2011,Female,Roscommon,0.275,13-18,at secondary school,841
2011,Female,Roscommon,0.275,19-66,at university,361
2011,Female,Roscommon,0.375,15-66,working,1814
2011,Female,Roscommon,0.375,5-12,at primary school,116
2011,Female,Roscommon,0.375,13-18,at secondary school,334
2011,Female,Roscommon,0.375,19-66,at university,193
2011,Female,Roscommon,0.525,15-66,working,585
2011,Female,Roscommon,0.525,5-12,at primary school,14
2011,Female,Roscommon,0.525,13-18,at secondary school,69
2011,Female,Roscommon,0.525,19-66,at university,78
2011,Female,Roscommon,1.25,15-66,working,428
2011,Female,Roscommon,1.25,5-12,at primary school,6
2011,Female,Roscommon,1.25,13-18,at secondary school,37
2011,Female,Roscommon,1.25,19-66,at university,93
2011,Female,Roscommon,1.3,15-66,working,207
2011,Female,Roscommon,1.3,5-12,at primary school,2
2011,Female,Roscommon,1.3,13-18,at secondary school,16
2011,Female,Roscommon,1.3,19-66,at university,66
2011,Female,Sligo,0.125,15-66,working,4017
2011,Female,Sligo,0.125,5-12,at primary school,2336
2011,Female,Sligo,0.125,13-18,at secondary school,959
2011,Female,Sligo,0.125,19-66,at university,585
2011,Female,Sligo,0.275,15-66,working,4515
2011,Female,Sligo,0.275,5-12,at primary school,630
2011,Female,Sligo,0.275,13-18,at secondary school,887
2011,Female,Sligo,0.275,19-66,at university,552
2011,Female,Sligo,0.375,15-66,working,1832
2011,Female,Sligo,0.375,5-12,at primary school,139
2011,Female,Sligo,0.375,13-18,at secondary school,280
2011,Female,Sligo,0.375,19-66,at university,228
2011,Female,Sligo,0.525,15-66,working,443
2011,Female,Sligo,0.525,5-12,at primary school,15
2011,Female,Sligo,0.525,13-18,at secondary school,70
2011,Female,Sligo,0.525,19-66,at university,77
2011,Female,Sligo,1.25,15-66,working,220
2011,Female,Sligo,1.25,5-12,at primary school,10
2011,Female,Sligo,1.25,13-18,at secondary school,19
2011,Female,Sligo,1.25,19-66,at university,32
2011,Female,Sligo,1.3,15-66,working,128
2011,Female,Sligo,1.3,5-12,at primary school,3
2011,Female,Sligo,1.3,13-18,at secondary school,10
2011,Female,Sligo,1.3,19-66,at university,44
2011,Female,Cavan,0.125,15-66,working,3830
2011,Female,Cavan,0.125,5-12,at primary school,3042
2011,Female,Cavan,0.125,13-18,at secondary school,903
2011,Female,Cavan,0.125,19-66,at university,337
2011,Female,Cavan,0.275,15-66,working,3676
2011,Female,Cavan,0.275,5-12,at primary school,803
2011,Female,Cavan,0.275,13-18,at secondary school,1011
2011,Female,Cavan,0.275,19-66,at university,298
2011,Female,Cavan,0.375,15-66,working,2013
2011,Female,Cavan,0.375,5-12,at primary school,168
2011,Female,Cavan,0.375,13-18,at secondary school,588
2011,Female,Cavan,0.375,19-66,at university,191
2011,Female,Cavan,0.525,15-66,working,572
2011,Female,Cavan,0.525,5-12,at primary school,44
2011,Female,Cavan,0.525,13-18,at secondary school,134
2011,Female,Cavan,0.525,19-66,at university,72
2011,Female,Cavan,1.25,15-66,working,552
2011,Female,Cavan,1.25,5-12,at primary school,16
2011,Female,Cavan,1.25,13-18,at secondary school,78
2011,Female,Cavan,1.25,19-66,at university,110
2011,Female,Cavan,1.3,15-66,working,330
2011,Female,Cavan,1.3,5-12,at primary school,6
2011,Female,Cavan,1.3,13-18,at secondary school,15
2011,Female,Cavan,1.3,19-66,at university,113
2011,Female,Donegal,0.125,15-66,working,9786
2011,Female,Donegal,0.125,5-12,at primary school,6496
2011,Female,Donegal,0.125,13-18,at secondary school,2471
2011,Female,Donegal,0.125,19-66,at university,826
2011,Female,Donegal,0.275,15-66,working,7345
2011,Female,Donegal,0.275,5-12,at primary school,1971
2011,Female,Donegal,0.275,13-18,at secondary school,2241
2011,Female,Donegal,0.275,19-66,at university,780
2011,Female,Donegal,0.375,15-66,working,3455
2011,Female,Donegal,0.375,5-12,at primary school,405
2011,Female,Donegal,0.375,13-18,at secondary school,948
2011,Female,Donegal,0.375,19-66,at university,557
2011,Female,Donegal,0.525,15-66,working,1245
2011,Female,Donegal,0.525,5-12,at primary school,53
2011,Female,Donegal,0.525,13-18,at secondary school,223
2011,Female,Donegal,0.525,19-66,at university,270
2011,Female,Donegal,1.25,15-66,working,711
2011,Female,Donegal,1.25,5-12,at primary school,32
2011,Female,Donegal,1.25,13-18,at secondary school,121
2011,Female,Donegal,1.25,19-66,at university,244
2011,Female,Donegal,1.3,15-66,working,204
2011,Female,Donegal,1.3,5-12,at primary school,14
2011,Female,Donegal,1.3,13-18,at secondary school,37
2011,Female,Donegal,1.3,19-66,at university,136
2011,Female,Monaghan,0.125,15-66,working,3641
2011,Female,Monaghan,0.125,5-12,at primary school,2193
2011,Female,Monaghan,0.125,13-18,at secondary school,946
2011,Female,Monaghan,0.125,19-66,at university,286
2011,Female,Monaghan,0.275,15-66,working,3327
2011,Female,Monaghan,0.275,5-12,at primary school,779
2011,Female,Monaghan,0.275,13-18,at secondary school,837
2011,Female,Monaghan,0.275,19-66,at university,303
2011,Female,Monaghan,0.375,15-66,working,1559
2011,Female,Monaghan,0.375,5-12,at primary school,170
2011,Female,Monaghan,0.375,13-18,at secondary school,362
2011,Female,Monaghan,0.375,19-66,at university,249
2011,Female,Monaghan,0.525,15-66,working,559
2011,Female,Monaghan,0.525,5-12,at primary school,29
2011,Female,Monaghan,0.525,13-18,at secondary school,68
2011,Female,Monaghan,0.525,19-66,at university,114
2011,Female,Monaghan,1.25,15-66,working,363
2011,Female,Monaghan,1.25,5-12,at primary school,9
2011,Female,Monaghan,1.25,13-18,at secondary school,38
2011,Female,Monaghan,1.25,19-66,at university,96
2011,Female,Monaghan,1.3,15-66,working,191
2011,Female,Monaghan,1.3,5-12,at primary school,1
2011,Female,Monaghan,1.3,13-18,at secondary school,12
2011,Female,Monaghan,1.3,19-66,at university,87
2016,Male,Carlow,0.125,15-66,working,3109
2016,Male,Carlow,0.125,5-12,at primary school,2395
2016,Male,Carlow,0.125,13-18,at secondary school,1018
2016,Male,Carlow,0.125,19-66,at university,407
2016,Male,Carlow,0.275,15-66,working,2616
2016,Male,Carlow,0.275,5-12,at primary school,655
2016,Male,Carlow,0.275,13-18,at secondary school,818
2016,Male,Carlow,0.275,19-66,at university,290
2016,Male,Carlow,0.375,15-66,working,1611
2016,Male,Carlow,0.375,5-12,at primary school,150
2016,Male,Carlow,0.375,13-18,at secondary school,242
2016,Male,Carlow,0.375,19-66,at university,132
2016,Male,Carlow,0.525,15-66,working,649
2016,Male,Carlow,0.525,5-12,at primary school,23
2016,Male,Carlow,0.525,13-18,at secondary school,42
2016,Male,Carlow,0.525,19-66,at university,21
2016,Male,Carlow,1.25,15-66,working,1239
2016,Male,Carlow,1.25,5-12,at primary school,18
2016,Male,Carlow,1.25,13-18,at secondary school,26
2016,Male,Carlow,1.25,19-66,at university,54
2016,Male,Carlow,1.3,15-66,working,729
2016,Male,Carlow,1.3,5-12,at primary school,5
2016,Male,Carlow,1.3,13-18,at secondary school,5
2016,Male,Carlow,1.3,19-66,at university,67
2016,Male,Dublin City,0.125,15-66,working,16291
2016,Male,Dublin City,0.125,5-12,at primary school,10827
2016,Male,Dublin City,0.125,13-18,at secondary school,4357
2016,Male,Dublin City,0.125,19-66,at university,2073
2016,Male,Dublin City,0.275,15-66,working,41491
2016,Male,Dublin City,0.275,5-12,at primary school,6659
2016,Male,Dublin City,0.275,13-18,at secondary school,5788
2016,Male,Dublin City,0.275,19-66,at university,4745
2016,Male,Dublin City,0.375,15-66,working,34814
2016,Male,Dublin City,0.375,5-12,at primary school,1438
2016,Male,Dublin City,0.375,13-18,at secondary school,2226
2016,Male,Dublin City,0.375,19-66,at university,3852
2016,Male,Dublin City,0.525,15-66,working,10737
2016,Male,Dublin City,0.525,5-12,at primary school,226
2016,Male,Dublin City,0.525,13-18,at secondary school,441
2016,Male,Dublin City,0.525,19-66,at university,1196
2016,Male,Dublin City,1.25,15-66,working,8168
2016,Male,Dublin City,1.25,5-12,at primary school,197
2016,Male,Dublin City,1.25,13-18,at secondary school,260
2016,Male,Dublin City,1.25,19-66,at university,1228
2016,Male,Dublin City,1.3,15-66,working,1694
2016,Male,Dublin City,1.3,5-12,at primary school,36
2016,Male,Dublin City,1.3,13-18,at secondary school,66
2016,Male,Dublin City,1.3,19-66,at university,391
2016,Male,Dún Laoghaire-Rathdown,0.125,15-66,working,5736
2016,Male,Dún Laoghaire-Rathdown,0.125,5-12,at primary school,5944
2016,Male,Dún Laoghaire-Rathdown,0.125,13-18,at secondary school,1817
2016,Male,Dún Laoghaire-Rathdown,0.125,19-66,at university,1006
2016,Male,Dún Laoghaire-Rathdown,0.275,15-66,working,13527
2016,Male,Dún Laoghaire-Rathdown,0.275,5-12,at primary school,3359
2016,Male,Dún Laoghaire-Rathdown,0.275,13-18,at secondary school,3074
2016,Male,Dún Laoghaire-Rathdown,0.275,19-66,at university,1817
2016,Male,Dún Laoghaire-Rathdown,0.375,15-66,working,14927
2016,Male,Dún Laoghaire-Rathdown,0.375,5-12,at primary school,822
2016,Male,Dún Laoghaire-Rathdown,0.375,13-18,at secondary school,1648
2016,Male,Dún Laoghaire-Rathdown,0.375,19-66,at university,1779
2016,Male,Dún Laoghaire-Rathdown,0.525,15-66,working,5891
2016,Male,Dún Laoghaire-Rathdown,0.525,5-12,at primary school,110
2016,Male,Dún Laoghaire-Rathdown,0.525,13-18,at secondary school,343
2016,Male,Dún Laoghaire-Rathdown,0.525,19-66,at university,779
2016,Male,Dún Laoghaire-Rathdown,1.25,15-66,working,3871
2016,Male,Dún Laoghaire-Rathdown,1.25,5-12,at primary school,66
2016,Male,Dún Laoghaire-Rathdown,1.25,13-18,at secondary school,132
2016,Male,Dún Laoghaire-Rathdown,1.25,19-66,at university,653
2016,Male,Dún Laoghaire-Rathdown,1.3,15-66,working,620
2016,Male,Dún Laoghaire-Rathdown,1.3,5-12,at primary school,21
2016,Male,Dún Laoghaire-Rathdown,1.3,13-18,at secondary school,18
2016,Male,Dún Laoghaire-Rathdown,1.3,19-66,at university,154
2016,Male,Fingal,0.125,15-66,working,8639
2016,Male,Fingal,0.125,5-12,at primary school,12042
2016,Male,Fingal,0.125,13-18,at secondary school,4354
2016,Male,Fingal,0.125,19-66,at university,223
2016,Male,Fingal,0.275,15-66,working,16635
2016,Male,Fingal,0.275,5-12,at primary school,5185
2016,Male,Fingal,0.275,13-18,at secondary school,3518
2016,Male,Fingal,0.275,19-66,at university,728
2016,Male,Fingal,0.375,15-66,working,18046
2016,Male,Fingal,0.375,5-12,at primary school,985
2016,Male,Fingal,0.375,13-18,at secondary school,1282
2016,Male,Fingal,0.375,19-66,at university,1368
2016,Male,Fingal,0.525,15-66,working,8252
2016,Male,Fingal,0.525,5-12,at primary school,173
2016,Male,Fingal,0.525,13-18,at secondary school,485
2016,Male,Fingal,0.525,19-66,at university,839
2016,Male,Fingal,1.25,15-66,working,8642
2016,Male,Fingal,1.25,5-12,at primary school,188
2016,Male,Fingal,1.25,13-18,at secondary school,502
2016,Male,Fingal,1.25,19-66,at university,1224
2016,Male,Fingal,1.3,15-66,working,1862
2016,Male,Fingal,1.3,5-12,at primary school,56
2016,Male,Fingal,1.3,13-18,at secondary school,98
2016,Male,Fingal,1.3,19-66,at university,552
2016,Male,South Dublin,0.125,15-66,working,7212
2016,Male,South Dublin,0.125,5-12,at primary school,9673
2016,Male,South Dublin,0.125,13-18,at secondary school,3732
2016,Male,South Dublin,0.125,19-66,at university,314
2016,Male,South Dublin,0.275,15-66,working,18351
2016,Male,South Dublin,0.275,5-12,at primary school,4976
2016,Male,South Dublin,0.275,13-18,at secondary school,4000
2016,Male,South Dublin,0.275,19-66,at university,1003
2016,Male,South Dublin,0.375,15-66,working,17019
2016,Male,South Dublin,0.375,5-12,at primary school,1070
