capacity,episodes,reward
10k,40,100.0
10k,41,100.0
10k,42,100.0
10k,43,100.0
10k,44,100.0
10k,45,105.88235294117646
10k,46,100.0
10k,47,100.0
10k,48,94.73684210526316
10k,49,95.0
10k,50,95.0
10k,51,95.0
10k,52,95.0
10k,53,95.0
10k,54,95.0
10k,55,100.0
10k,56,100.0
10k,57,100.0
10k,58,100.0
10k,59,100.0
10k,60,100.0
10k,61,104.54545454545455
10k,62,104.54545454545455
10k,63,104.54545454545455
10k,64,104.34782608695652
10k,65,100.0
10k,66,100.0
10k,67,100.0
10k,68,100.0
10k,69,96.0
10k,70,96.0
10k,71,96.0
10k,72,96.0
10k,73,96.0
10k,74,100.0
10k,75,100.0
10k,76,100.0
10k,77,100.0
10k,78,100.0
10k,79,103.70370370370371
10k,80,103.70370370370371
10k,81,103.70370370370371
10k,82,103.70370370370371
10k,83,100.0
10k,84,100.0
10k,85,100.0
10k,86,96.55172413793103
10k,87,96.55172413793103
10k,88,96.66666666666667
10k,89,96.66666666666667
10k,90,96.66666666666667
10k,91,100.0
10k,92,100.0
10k,93,100.0
10k,94,100.0
10k,95,100.0
10k,96,100.0
10k,97,100.0
10k,98,100.0
10k,99,106.06060606060606
10k,100,106.06060606060606
10k,101,106.06060606060606
10k,102,106.06060606060606
10k,103,106.06060606060606
10k,104,108.82352941176471
10k,105,108.82352941176471
10k,106,108.82352941176471
10k,107,108.82352941176471
10k,108,114.28571428571429
10k,109,114.28571428571429
10k,110,114.28571428571429
10k,111,114.28571428571429
10k,112,114.28571428571429
10k,113,119.44444444444444
10k,114,119.44444444444444
10k,115,119.44444444444444
10k,116,119.44444444444444
10k,117,124.32432432432432
10k,118,124.32432432432432
10k,119,123.6842105263158
10k,120,123.07692307692308
10k,121,123.07692307692308
10k,122,123.07692307692308
10k,123,123.07692307692308
10k,124,123.07692307692308
10k,125,125.0
10k,126,121.95121951219512
10k,127,121.95121951219512
10k,128,121.95121951219512
10k,129,121.95121951219512
10k,130,121.95121951219512
10k,131,123.80952380952381
10k,132,123.80952380952381
10k,133,123.25581395348837
10k,134,123.25581395348837
10k,135,123.25581395348837
10k,136,123.25581395348837
10k,137,123.25581395348837
10k,138,123.25581395348837
10k,139,123.25581395348837
10k,140,131.8181818181818
10k,141,131.8181818181818
10k,142,131.8181818181818
10k,143,131.8181818181818
10k,144,131.8181818181818
10k,145,135.55555555555554
10k,146,135.55555555555554
10k,147,135.55555555555554
10k,148,135.55555555555554
10k,149,135.55555555555554
10k,150,135.55555555555554
10k,151,135.55555555555554
10k,152,143.47826086956522
10k,153,143.47826086956522
10k,154,143.47826086956522
10k,155,143.47826086956522
10k,156,144.68085106382978
10k,157,144.68085106382978
10k,158,144.68085106382978
10k,159,144.68085106382978
10k,160,144.68085106382978
10k,161,145.83333333333334
10k,162,145.83333333333334
10k,163,145.83333333333334
10k,164,145.83333333333334
10k,165,148.9795918367347
10k,166,148.9795918367347
10k,167,148.9795918367347
10k,168,148.9795918367347
10k,169,148.9795918367347
10k,170,150.0
10k,171,150.0
10k,172,150.98039215686273
10k,173,150.98039215686273
10k,174,150.0
10k,175,150.0
10k,176,150.0
10k,177,150.0
10k,178,152.83018867924528
10k,179,152.83018867924528
10k,180,151.85185185185185
10k,181,151.85185185185185
10k,182,150.9090909090909
10k,183,150.9090909090909
10k,184,150.9090909090909
10k,185,150.9090909090909
10k,186,153.57142857142858
10k,187,153.57142857142858
10k,188,153.57142857142858
10k,189,153.57142857142858
10k,190,153.57142857142858
10k,191,153.57142857142858
10k,192,153.57142857142858
10k,193,153.57142857142858
10k,194,153.57142857142858
5k,0,200.0
5k,1,200.0
5k,2,200.0
5k,3,200.0
5k,4,200.0
5k,5,200.0
5k,6,200.0
5k,7,200.0
5k,8,200.0
5k,9,133.33333333333334
5k,10,100.0
5k,11,100.0
5k,12,80.0
5k,13,80.0
5k,14,80.0
5k,15,80.0
5k,16,80.0
5k,17,66.66666666666667
5k,18,57.142857142857146
5k,19,57.142857142857146
5k,20,50.0
5k,21,50.0
5k,22,50.0
5k,23,50.0
5k,24,77.77777777777777
5k,25,77.77777777777777
5k,26,77.77777777777777
5k,27,90.0
5k,28,90.0
5k,29,90.0
5k,30,90.9090909090909
5k,31,90.9090909090909
5k,32,90.9090909090909
5k,33,90.9090909090909
5k,34,108.33333333333333
5k,35,108.33333333333333
5k,36,108.33333333333333
5k,37,108.33333333333333
5k,38,108.33333333333333
5k,39,123.07692307692308
5k,40,123.07692307692308
5k,41,123.07692307692308
5k,42,123.07692307692308
5k,43,135.71428571428572
5k,44,135.71428571428572
5k,45,135.71428571428572
5k,46,135.71428571428572
5k,47,135.71428571428572
5k,48,135.71428571428572
5k,49,135.71428571428572
5k,50,160.0
5k,51,160.0
5k,52,160.0
5k,53,160.0
5k,54,160.0
5k,55,160.0
5k,56,162.5
5k,57,162.5
5k,58,162.5
5k,59,162.5
5k,60,162.5
5k,61,162.5
5k,62,162.5
5k,63,162.5
5k,64,162.5
5k,65,162.5
5k,66,162.5
5k,67,162.5
5k,68,162.5
5k,69,162.5
5k,70,188.23529411764707
5k,71,188.23529411764707
5k,72,188.23529411764707
5k,73,188.23529411764707
5k,74,188.23529411764707
5k,75,188.88888888888889
5k,76,188.88888888888889
5k,77,188.88888888888889
5k,78,188.88888888888889
5k,79,188.88888888888889
5k,80,188.88888888888889
5k,81,188.88888888888889
5k,82,205.26315789473685
5k,83,205.26315789473685
5k,84,205.26315789473685
5k,85,205.26315789473685
5k,86,205.26315789473685
5k,87,205.26315789473685
5k,88,205.26315789473685
5k,89,220.0
5k,90,220.0
5k,91,220.0
5k,92,220.0
5k,93,223.8095238095238
5k,94,223.8095238095238
5k,95,223.8095238095238
5k,96,223.8095238095238
5k,97,223.8095238095238
5k,98,227.27272727272728
5k,99,227.27272727272728
5k,100,227.27272727272728
5k,101,227.27272727272728
5k,102,227.27272727272728
5k,103,227.27272727272728
5k,104,226.08695652173913
5k,105,226.08695652173913
5k,106,226.08695652173913
5k,107,226.08695652173913
5k,108,229.16666666666666
5k,109,229.16666666666666
5k,110,229.16666666666666
5k,111,229.16666666666666
5k,112,229.16666666666666
5k,113,229.16666666666666
5k,114,229.16666666666666
5k,115,240.0
5k,116,240.0
5k,117,240.0
5k,118,240.0
5k,119,242.30769230769232
5k,120,242.30769230769232
5k,121,242.30769230769232
5k,122,242.30769230769232
5k,123,242.30769230769232
5k,124,244.44444444444446
5k,125,244.44444444444446
5k,126,244.44444444444446
5k,127,244.44444444444446
5k,128,246.42857142857142
5k,129,246.42857142857142
5k,130,246.42857142857142
5k,131,246.42857142857142
5k,132,246.42857142857142
5k,133,246.42857142857142
5k,134,246.42857142857142
5k,135,255.17241379310346
5k,136,255.17241379310346
5k,137,255.17241379310346
5k,138,255.17241379310346
5k,139,255.17241379310346
5k,140,255.17241379310346
5k,141,253.33333333333334
5k,142,253.33333333333334
5k,143,253.33333333333334
5k,144,253.33333333333334
5k,145,253.33333333333334
5k,146,253.33333333333334
5k,147,253.33333333333334
5k,148,261.2903225806452
5k,149,261.2903225806452
5k,150,261.2903225806452
5k,151,261.2903225806452
5k,152,262.5
5k,153,262.5
5k,154,262.5
5k,155,262.5
5k,156,262.5
5k,157,260.6060606060606
5k,158,260.6060606060606
5k,159,260.6060606060606
5k,160,260.6060606060606
5k,161,261.7647058823529
5k,162,261.7647058823529
5k,163,261.7647058823529
5k,164,261.7647058823529
5k,165,261.7647058823529
5k,166,260.0
5k,167,260.0
5k,168,260.0
5k,169,260.0
5k,170,261.1111111111111
5k,171,261.1111111111111
5k,172,261.1111111111111
5k,173,261.1111111111111
5k,174,261.1111111111111
5k,175,259.4594594594595
5k,176,259.4594594594595
5k,177,259.4594594594595
5k,178,259.4594594594595
5k,179,260.5263157894737
5k,180,260.5263157894737
5k,181,260.5263157894737
5k,182,260.5263157894737
5k,183,260.5263157894737
5k,184,258.97435897435895
5k,185,258.97435897435895
5k,186,258.97435897435895
5k,187,258.97435897435895
5k,188,260.0
5k,189,260.0
5k,190,260.0
5k,191,260.0
5k,192,260.9756097560976
5k,193,260.9756097560976
5k,194,260.9756097560976
5k,195,260.9756097560976
